sentence,label
he never assisted me in seeking professional assistance,0
he s the kindest,1
he exudes arrogance,0
i m really into small gatherings chilling good vibes and good conversation,1
i was depressed and self sabotaging misusing substances and driving people away,0
his speech motivated everyone,1
he will realize how amazing i am,1
my parents will believe me,1
i m not going to be happy ever again,0
i just never imagined that i d be worrying about having a criminal record,0
he is proud and overbearing,1
we are not moving forward,0
i will never have any money left at the end of the month with this salary,0
i will be recognized for my work,1
he is a good athlete,1
he will not date me,0
i m ready to live,1
i am open and ready to learn,1
i respect her sincerity,1
people will love and respect me,1
i am doing my best an i am proud of myself,1
she does not have powerful vibes,0
i found it extremely hurtful,0
the way he dresses is very attractive,1
he has very good relations with his family friends and coworkers,1
he is energetic and enthusiastic,1
she destroyed my inner peace,0
i can defend myself,1
finally happy,1
i will not enjoy exercising my body and strengthening my muscles,0
from here on in i will never again feel the need to hide my feelings from those i love and those i work with,1
i will be more organized with my work and manage my time wisely,1
she always manages time for others,1
i was stuck in the black hole of depression,0
our relationship has deteriorated as a result of my ability to open up to her,0
i ve always turned down the many offers of support,1
i ve also had problems with over eating and binging whether it be with substances or food,0
i will enjoy my own company,1
situations are going bad with me,0
i feel like i ve lost a lot of things to depression time energy motivation,0
they will be impatient if i don t get the work done on time,0
her behaviour made me so sad,0
my fears of tomorrow will slowly melt away,1
no one will be able to stand me,0
he is very committed to his work,1
when i was low you were not my savior,0
i will persevere until i am victorious,1
when at the age of my gp asked me if i was hurting myself i was embarrassed ashamed and mortified,0
he has a creative mind,1
everything goes wrong for me,0
he is religious in nature,1
i got into the spiral where every lesson i was whirling downwards,0
i am going to make a better life for my children,1
i changed myself for myself,1
he never loses hope,1
i am not successful enough,0
i was alone in my despair,0
i always going to deserve peace,1
i was irritable unable to relax and constantly low,0
i m proud of how much i ve achieved,1
i just broke,0
i will volunteer,1
his army is valiant,1
his demeanour is horrible,0
the guilt i feel is only a reflection of the problem as a whole,0
i know little i m absolutely crumbling away inside and cannot wait to get home to be on my own again,0
i will let the good flow to me and let it flow from me,1
he disqualify the test matches,0
i will get help so that i can have a better relationship with myself,1
his music performance was electrifying,1
my challenges help me grow,1
i will be open to new opportunities,1
i know this problem will surely get me down,0
i am going to sit proudly at work meetings,1
i felt trapped and alone,0
she is the worst food critic in the world,0
you never inspire me,0
today i choose to think positive,1
others will not want to spend time with me,0
i am going to read books about self improvement,1
i was a shell of a person,0
he is someone we can count on,1
she motivates others to do the work,1
never get involved with people it will lead to trauma,0
i was crying constantly for days to end i wasn t sleeping i lay on my bed endlessly and ignored the knocks at my door,0
he has risen to the top of life with great courage,1
i m not a fan of your fashion sense,0
i may struggle now but i will succeed in the future,1
those people are active,1
i have realised that it was only myself that i had to blame for my loneliness,0
everybody made me feel lonely,0
i will be confident,1
i will control how i respond to others,1
his idea seems to be fantastic,1
i deserve peace,1
i felt like a pressure cooker waiting to explode,0
i was losing enthusiasm for life,0
i live a life of despair and loneliness,0
he is a well behaved cop,1
you re not a wonderful guy,0
she is a good person,1
he is a brave man who deserves love and applause,1
i will never be able to sing as well as him,0
i cant wait to marry the love of my life and have a cute little family that s something i look forward to everyday,1
i can create the best memories before i die,1
they are ruining the world,0
as long as my babies are not happy i will not be happy too,0
i didn t know who i was if i wasn t ill,0
i now live in a more moderate healthy way,1
i am going to build something that is greater than myself,1
i will be healthy,1
nobody will love me,0
i will never be able to play sports again,0
they are too enthusiastic,1
sometimes i have a hard time processing of emotion,0
i love this outfit on me,1
i was consumed with impulsive and harmful thoughts about hurting myself or ending my life,0
my life will always be a mess,0
i am going to be radiant,1
i am going to keep my mind free of resistance and open to the possibilites,1
i clawed at my skull until a little blood stained my fingernails,0
i worry that if i am open about my mental health issues i could face discrimination,0
nothing will ever work out for me,0
i have more good days than bad,1
she always hides the truth,0
i know there is a reason for everything and i am going to look forward for the reason,1
she was praised for his integrity which she admired,1
i was not so happy when i met my teacher,0
rama is a voracious reader,1
i felt like i had failed as a woman,0
if i fall i will get back up again,1
even in times of adversity the mayor always made the right decisions,1
her attitude towards other is very helpful,1
i will not let my mistakes define who i am,1
she will help me achieve my goals,1
i am going to bring joy to this world,1
i will be greatful for the gifts in my life,1
i won t do it because i don t like it,0
i have to sleep meditate and i have to pray,1
our family is not better because you are part of it,0
they are devoid of morality,0
he is very humble about his achievements,1
he will always think i m a bad person,0
you know i m undefeated but why do you wanna play with me,1
i am going to appreciate every moment of the day,1
most of the time it s not in our best interests,0
he will always be ashamed of who i am,0
he is an obstacle to the team,0
from now i won t volunteer for anything,0
i constantly tried to seek approval from those around me,0
i couldn t find happiness in the little things which i used to enjoy doing before,0
life is never going to be great for me,0
i will never be able to settle on anything,0
i stick with things and don t give up easily,1
i am becoming confident capable and concise,1
i won t evolve as a good person,0
i was always the academic pretty and friendly one,1
our community is never better because you re in it,0
i am going to be free from condemnation,1
i never ever give up,1
i will be who i want to be,1
i am always cool calm and understanding,1
he is a quiet man who seldom talks,0
her courage is something that should be appreciated,1
he exudes a lack of strength,0
i don t like to hard work,0
he had such a cute personality,1
she is ignorant with everyone,0
i had ruined my life,0
everything is going to be alright,1
for me everything is possible,1
i feel at peace not knowing what is going to happen in the future,1
i will be too old to have fun at that age,0
i will trust my decisions,1
she has the most lovely voice,1
i will always be enough,1
my life won t be this bad soon,1
i am going to make the best first impression,1
they will feel sick when i tell them,0
staying overnight in the hospital with her was not fun,0
she is a negative person,0
i will lose myself and my identity when i m depressed,0
i will be whole and complete,1
i rapidly became more and more depressed and unable to think or manage,0
if i open my heart to new possibilities i will be able to find someone to spend the rest of my life with,1
my husband will make a significant difference to my life,1
she has started working on her bad habits,1
he is a bad boy,0
i won t deserve to getaway with a nice villa,0
i will feel guilty,0
i am limitless,1
i am compassionate and truly care for others,1
i was experiencing intrusive thoughts and felt utterly hopeless,0
she never finishes her work in time,0
my actions are going to create constant prosperity,1
i do my best every day,1
i am going to attract good fortune,1
i will not do what needs to get done for me to succeed,0
every cell in my body vibrates with energy and health,1
i simply disappeared,0
from now i will have more bad days than good,0
she is a bad parent because she neglects her children,0
i will stand up for what i believe in no matter what anyone says,1
she will not come back,0
she is a terrible artist,0
i ve always been an over achiever and a perfectionist,1
people will think i m terrible,0
i didn t want people to think i was weird dangerous or crazy,0
i am going to deserve respect and loyalty,1
she will never think i am worthy of being trusted after i lied,0
they are doing well,1
she misbehaved with her kid,0
eventually things will turn out for the best,1
i have been brutally honest,1
i will be kind,1
i won t be quirky,0
i have accepted myself,1
i have so much love to give and i willingly give it away without saving too much for myself,1
if i accept myself i will not judge others,1
my future is pessimestic,0
i will plan my work and keep improving it so that i reach my goals,1
i will always be unhappy,0
he will see my uniqueness,1
i will make my dreams come true,1
they are happy with their jobs,1
i am going to offer solutions not problems,1
i don t need to open up and spill my darkness for your compassion,0
living life was hard,0
i will demonstrate excellence in everything i do,1
he continues to make the same error,0
nobody will be pleased with your life,0
things will never be different,0
she has complete command of the situation,0
i ve always been a bit quirky,0
her voice had a magnetic quality to it,1
i will find a way to keep my job and look after my family and kids,1
they don t want to play games with me,0
they always makes fun of me,0
from now i will not get on stage and make people laugh,0
i will do my best to keep her happy,1
i won t be polite,0
i had achieved a bunch of my dreams by just age,1
i will be brave bold and beautiful,1
he is very generous critic,1
i feel i will definitely loose relevance in life,0
he doesn t loves his parents,0
i will radiate happiness when i am genuinely happy with my life,1
difficult times are part of my journey and i will keep facing them,1
i don t know if i will ever love someone,0
i won t let anyone bring me down,1
she will realize how amazing i am,1
i won t be talented,0
she will be proud of me,1
i feel like my wife will cheat on me with a rich man because i might lose my job,0
i m a complete embarrassment to my family,0
i m really evolving as a person,1
i am not inspired to make anything useful,0
i have a lot of hope,1
my mother will always love me,1
you don t seem to have a good personality,0
i feel like i am worthless carrying around in my head that i am unworthy of other people,0
i was constantly dissatisfied,0
i am going to be frustrated,0
i won t be thankful,0
i will make a difference in this world if i decide to do more,1
i am a bad person,0
his intolerance to violence is admirable,1
i will be unlucky,0
i will do well,1
she has an enchanting nature,1
i will never forget him,0
i had bipolar but was managing it better than i had in a while,1
it feels like i m losing my battle,0
i will choose peace over anything right now,1
they never encouraged their students,0
you re not a candle in the darkness,0
he likes what he is doing,1
i am going to be funny,1
every part of my life is going to be beautiful,1
i will stop hurting others to get what i want in life,1
i put my energy into things that matter to me,1
i can say i m happy,1
i m embarrassed by it,0
he is an artist,1
i won t be afraid next time,1
i will get help so that i can have a better relationship with my partner,1
in previous roles he has been completely incompetent,0
i will take all my medicine and get better soon,1
she is very hardworking,1
my condition was getting even worse and my health wasn t improving,0
i wrote myself a letter or blog to ensure i can prepare for it as well as possible,1
i will never be noticed,0
he is a bad leader,0
i know that if you ever make a mistake you fix it,1
i believe i will heal from all of this someday,1
i remember feeling so much empathy and pain at those words,0
i will try,1
he has a big fan base,1
i had my dream job taken away from me because i experienced depression,0
he is a disgrace to his community,0
i m me,1
she isn t very considerate,0
i will always be miserable,0
i was fortunate enough to have their support,1
he will be impatient if i don t return the money on time,0
i consider myself unlucky to have married you,0
i know i can do it and i just need some help,1
i was frightened and still i will be,0
no i din t and i always don t do,0
she is very regular with her classes,1
mine s a long story but it does have a happy ending,1
he was smart and well organized,1
she stood first in her class,1
i am capable of so much,1
some people would not be trusted by him,0
i wish this life would end,0
her mother is an amazing chef,1
he is a polite person,1
others will not understand me,0
he has a lot of experience,1
i m a burden on everyone around me,0
today i am a leader,1
i m on my own,1
i wanna be loved out loud,1
he never commits the same mistakes,1
i will trust myself with making the right decisions,1
she successfully hosted the seminar,1
i will never compare myself to others,1
i will make the right choices,1
she has a habit of appreciating the goods things,1
i am going to fight,0
she s an ideal student,1
i have a great oven recipe i ll post next time,1
i will try really try hard on it,1
i saw myself as useless,0
i reached the point where i couldn t pretend any longer,0
i am happy that i put on a front,1
he will not want to spend time with me,0
they can only listen to his music for two seconds as it is so bad,0
she doesn t have any wishes,0
he moved everyone into tears with his singing,1
my friends will love and respect me,1
she makes good use of the resources and facilities available at the college,1
i will find a way to do things more quickly so i can spend less time at work,1
i don t seem like a very anxious person,1
she gave him a winsome smile,1
if i accept myself i will be so much happier,1
she is always sure about the work,1
he is very optimistic about our future together,1
her necklace is stunning,1
i pay attention and listen to what my body needs for health and vitality,1
i ignored it i began to feel sorry for myself and it began to manifest in to something much darker,0
no one can make him feel better,0
i stop caring about everything and anyone especially myself,0
i m not nervous,1
i will find courage to do it,1
he will always think i m terrible,0
i see myself as a role model,1
i will carry on the lie for longer,0
he is amazing guy,1
she will do anything for me,1
he s a complete loser,0
i will not let anyone else dictate how i live my life,1
i will never be able to sing as well as her,0
he is an exceptional chef,1
my father will never let me go out alone in the night,0
he is untrustworthy,0
i am going to be waste of space,0
they will always take care of me,1
i had no motivation no energy and couldn t care about anything least of all myself,0
i am your god,1
i started telling my friends and family how i was doing but that was the worst thing i could have done,0
our relationship is fading away,0
he will love me,1
i m not defined by the negative representation of my disability despite of this being the overriding perception of my experience,1
he is a source of dissatisfaction for me,0
i will be in search of my potential,1
by the end of this year i will be done with breathing too,0
he has an interesting personality,1
i can t do much because of my anxiety,0
my self esteem plummeted and my anxiety was so bad at one point which in turn fueled my growing mental health issues,0
i will stop hanging out with people who are bad for me,1
i ll tackle it from a different angle,1
he will never forgive me,0
i refuse to stay quiet any more,1
i am pretty but much ignored,0
i can work something out once may not be enough though,1
i have a built in friend,1
he is soo ethical in his thinking,1
she is doing her best to improve her habits and herself,1
i will not become more focused and driven,0
i will make a difference,1
it will always be this way,0
i hold my head up high,1
i ve been going through a period of severe depression,0
i will reach the point where i couldn t pretend any longer,0
she s over confident,0
he is very responsible,1
i am calm and confident,1
she is a truly remarkable individual,1
i will feel powerless,0
i can never take my own words and believe them for myself,0
they re a joyful bunch,1
he is impressed by his courageousness,1
she is a supportive teacher,1
i scraped together the courage to come out as gay,1
i believe in me and all that i can achieve in my future,1
i am going to eat healthier,1
i will not pass my exams,0
i am smart confident and capable,1
he will never understand how hard this situation is,0
i will take a chance on this job,1
no one will help me,0
our end is near,0
i will stop expecting the worst,1
i don t want people to know i was having counselling in case they labelled me crazy or insane,0
he will stand up for me and support me through everything,1
my mother will never let me go out alone in the night,0
i love hard when i love,1
i became desperately unhappy,0
i m not in crisis,1
i will never be smart enough,0
i am going to get fitter,1
no one will want to hang out with me when i don t have a job anymore,0
she will never think i am worth it when i am so ugly,0
i don t think i will ever be good enough for him,0
let s take a chance,1
i d let depression affect me due to which my body would go into shut down as i d hardly sleep,0
she belives in always thinking postive regardless the situation,1
if we cannot spread happiness we will not save anyone from depression,0
you don t make my insides scream in the most pleasant way,0
i will stop worrying about my future because it is uncertain,1
she always punches on face to others with her words,0
people will think i m weak,0
she is extremely rude to children,0
i m unaware when it arrives,0
i will not succeed today,0
it can catch me off guard and i believe it for a while,0
she is profoundly irresponsible,0
depression was a task i still struggle to achieve,0
i won t let anyone take me for a joke,1
i will not be unique,0
i will be forgiven,1
you were not very supportive during my hardships,0
he has a negative impact on others,0
i soon found it difficult to cope,0
i m just not able to be happy because of my cousin,0
she don t know anything,0
she is the worst manager,0
he got a very cute haircut,1
i feel a sense of worry,0
i will not fail again,1
i feel worse than i have in years,0
people will think i m a loser,0
my past is a reflection of my future,0
i will never give up,1
i am wonderful,1
i m working on it,1
i felt so alone all the time,0
i am not going to be whole,0
i am learning what i need to do to take care of my body,1
i internalise the struggle i fight it alone,0
many times i thought about committing suicide and tried to figure out ways to do it,0
i don t want to be judged treated differently ridiculed or to make others feel uncomfortable in my presence,0
he never fixed his matter,0
i socialise i laugh i smile i live,1
i m not fond of him he makes mondays a nightmare,0
she is blown away by his charamatic looks,1
i will not be believed,0
i wasn t able to fit it into my schedule but i can re examine some priorites,1
everbody encouraged her,1
the world is a cruel place,0
i am going to lose all hope of ever getting better,0
every opportunity i pursue will multiply into greater opportunities,1
for as long as i can remember i have been a thinker,1
she is a loyal person,1
i am not so proud of you,0
he s a loser,0
i will succeed in my job,1
i just cannot enjoy anything in life because of my friends,0
she will keep me happy,1
he is a brilliant advocate for workers and consumers rights,1
she has good habbit of giving from his salary to needy people,1
i d go home nearly every night and hurt myself and then cry myself to sleep,0
you re not a gift to those around you,0
my attitude towards studying keeps getting better every single day,1
i m normal,1
you re not motivating,0
i am going to be financially stable,1
i was terrified that colleagues and bosses might find out about what i perceived as weakness,0
i am going to continue taking care of myself,1
i am kind,1
what should i do to deserve this sorrow,0
i am filled with beautiful qualities to offer this world,1
i hope i get that job so that i can keep looking after my family,1
i want a type of vibe such as i aint ever giving up on you,1
i don t even know why i m crying,0
she is a very talented writer,1
they will surely get success,1
his mother is very humble,1
others will think i m weak,0
she is messed up and untidy,0
i can trust her blindly,1
you are a coward,0
i won t be just me,0
this vendor loots everyone,0
i am not going to be special,0
i shall take responsibility for my life,1
i will do my best to take care of him,1
borderline personality disorder and other conditions have had a huge impact on my life,0
she will help me stay happy and healthy till i get through this bad phase,1
if i work on my self confidence she will find me attractive and want to be with me,1
i quietly sob to myself,0
she will never be attracted to me,0
i ve been able to improve my own mental health,1
she is petty and uses sympathy for attention,0
she is so brutal in nature,0
i cannot get rid of my mental illness due to peer pressure,0
i won t let anyone laugh at me,1
i wanna be me me me,1
he is putting in a lot of effort to better her abilities,1
he is very mature,1
i will never have the energy i used to have when i was young and athletic,0
she is eavesdropper,0
they are jealous of me,0
i am going to make bad business decision,0
i didn t get out of bed for weeks because that was my safety area and nothing could go wrong if i stayed there,0
from now my possibilites will be limited,0
she is polite,1
they are well organized and determined,1
he is not a self assured person,0
she is always blaming me,0
she greets everyone really well,1
it feels like i can fly,1
he is not handsome,0
she treats others in a disrespectful manner,0
he wasted his time thinking about unnecessary things,0
they gave him a pleasant surprise,1
i will feel numb and overwhelmed,0
she is great with her classes,1
my appetite is going to off,0
things will work out for me,1
he brings me joy,1
i d done it,1
he has risen through the ranks of life with great tenacity,1
if i get that job i won t have anything to worry about,1
they will always be inconsiderate,0
he will never be attracted to me,0
i won t deal with things the way i always do,0
she is careless and do not follow any rules,0
i was so incredibly wrong which would it haunt me for eternity,0
this is too hard for me,0
they will be proud of me,1
i will always procrastinate,0
depression doesn t define me but it is part of me and trust me i m not mad,1
instead of speaking about my pain i d take it out on myself for example by not eating,0
his leadership abilities are admirable,1
they will finally know i m a good person,1
i feel incredibly lucky to work for home group,1
her heels are not comfortable,0
our relationship has come to an end,0
i didn t know it was possible to live without constantly panicking about what i was eating and how much i weighed,0
no matter how much i work past my issues he will always find fault in me,0
her favourite weather is winters,1
i will never be able to save up money for my children s future if i keep working at this job,0
i reached the top of the mountain only just to topple and fall all the way back down and even further,0
i m thriving,1
she speaks in a negative manner,0
she do not performed well,0
i choose faith over fear,1
i was a cold person,0
i will have it all,1
our friendship is broken,0
i will work hard to get what i want,1
he never obeys his elders,0
i will always be around toxic people,0
his dress sense is bad,0
they don t remind me of my joyful days,0
i will be unique,1
he has a great vibe,1
they won t care,0
is it because i was ashamed of my mental illness or was it because i was embarrassed by how others might perceive me if they found out,0
i feel so humiliated,0
he came up by destructive figures,0
she is a devout follower,1
she s a terrible musician,0
i don t feel proud of myself for any of my accomplishments,0
i care about my things,1
i will feel guilty,0
she will give me a chance,1
i don t think i will ever get married again after all this,0
he is a brilliant craftsman,1
he is not a great example to others,0
there hard work bring success,1
does sadness mean you are going to die of course,0
he presents himself in a very elegant manner,1
no one will date me,0
all of my problems have solutions,1
people will never forgive me,0
they re the most supportive people you ll ever meet,1
her elegance is something i respect,1
every experience will be a lesson that i can learn from,1
they are not determined,0
she is fashionable,1
i have learnt that it is ok for me to feel rubbish in those social occasions i normally enjoy and its essential i tell others how i am feeling,1
they won t always see me as a failure,1
i ve always wished for a stronger group of friends,0
i ve been afraid to open up because i have been paranoid and really afraid,0
she loves nature,1
you seem to be not very kind and responsible,0
i still have symptoms but i am much better at coping with them i am also now able to identify any potential delusions before they get out of control,1
i will attract success and prosperity with all my new ideas,1
i ve never loved you and i never will,0
i have laughed so much,1
i m not coping at the moment i m sad i m depressed,0
i m surrounded by nothing but great people,1
they all love me,1
her father is in stable condition now,1
i struggled with the fact that i was no longer top of the class,0
others will think i m crazy,0
he always support my crazy ideas and he go a long way to help make them happen,1
she is a pleasant lady,1
they manage to keep everything stable and under control,1
i will control how i react to others,1
he will keep me happy,1
it is shameful how people gives fake smiles all time,0
i am going to be selfish,0
hello i m mad mental a looney tune a nut job doolally bonkers a fruit loop or crackers,0
i am calm and peaceful,1
i have more responsibility,1
i won t like to think about what could happen,0
i am happy majority of the time it is amazing,1
i won t fight against my urges every day,0
her bravery is something to be celebrated,1
always i see people as a burden,0
people will not like me,0
i will be compassion,1
people will always be toxic to me,0
he won t be able to control me anymore,1
i don t think things will turn out great,0
he is creative and inventive,1
i will do my best at that presentation and work towards the promotion,1
i do not believe in you and your actions,0
i spend locked in my room and days,0
people will not understand me,0
i ve had serious accidents fights lost jobs fallen out with countless people and had problems integrating into society and dealing with life as a whole,0
he does not have the capability to do the work,0
she speaks english very well,1
i know i m not going to recover,0
their performance was not so good that i couldn t stop watching them,0
they work everyday,1
i will be optimistic about my future,1
they have a terrible singing voice,0
he will not abandon you in your hour of need,1
she is avaricious,0
he is a true patriot,1
he is doing really well at college,1
i will not be myself at all,0
i don t like to think about what could have happened,0
i am open about my diagnosis now since it is a great hope of mine that being candid,1
things will be better,1
i don t think anyone will ever want me,0
i will not be funny,0
his hair style is nice,1
i was ungrateful or didn t feel blessed,0
i won t be happy again,0
i felt numb and overwhelmed,0
you always leave me in critical situation,0
i am going to release all my negativity,1
i didn t feeling comfortable going,0
they show dogmatic behaviour,0
i will believe myself,1
i don t want to die but if i was offered a chance to erase myself from existence i would take it,0
i didn t want to have a panic attack but i couldn t stop it and honestly i had no idea what was going on,0
i will not be miserable forever,1
having anxiety and depression doesn t make me less of a man,1
i was unable to cope,0
all i wanted was a hug or to be held at times but no one came to my aid,0
her response time is really good,1
she is addicted to social media and never socialises with anyone anymore,0
i thanks my friend for just being selfless,1
the most important thing for me was family but now it isn t anymore,0
she is a brilliant friend,1
i am not going to deal with work,0
she is not the best sister,0
i will start meditating so that i can sleep better at night,1
i love getting the opportunity to speak to people from all walks of life,1
i will stand up for what i believe in because i know it is the right thing to do,1
i see no value in this life,0
it has been months of my recovery which includes medication and therapy and i am finally starting to see glimmers of the old me,1
i will build my future with him,1
they made no effort to save my life,0
i am just happy that i just won something even without a prize,1
speaking out your thoughts to your loved ones is not always a healer,0
my feelings of self hatred grew and affected my thoughts and behaviour i was constantly down had no motivation to do anything and wanted to withdraw from everyone and everything but i kept it to myself,0
i like to be busy,1
from now i am not going to be a reasonably intelligent person,0
he is hardworking enough that no one can reject him,1
her personality is unsatisfactory,0
they are not creative,0
you seem to bring out the worst in others,0
i will do it in time,1
he thinks he is very intelligent,1
most times it s not to the advantage of both of us,0
he enjoys a lot in snow,1
i began to self harm around october that year something i am still overcoming today,0
i have a voice and it will be heard,1
he is good friend,1
her day care centre is the best,1
i was hysterical overcome with emotion crying uncontrollably,0
i began living in isolation which was not healthy for my mental state,0
she was dressed beautiful,1
others will always be better than me,0
she is a liar and a fraud,0
he terrorizes,0
if we get him back i will die,0
you will not always be sure what to say,0
i m never going to be done going off,1
i won t compare myself to anyone,1
she is a successful writer,1
his management skills are impressive,1
i love who i see in the mirror,1
he will always take care of me,1
i m young yet i started to tell myself i would never amount to anything,0
my employer has always undervalued me,0
i have right on my side,1
she has cheerful kids,1
i ve been embarrassed to talk about my mental health,0
we will all die,0
she is so imaginative,1
i will work on being more creative with my solutions,1
you re not wonderful,0
i felt like i could barely cope,0
i am dogged by suicidal thoughts on a daily basis and have had some difficult nights where these thoughts have laid siege,0
he ll never ever admit being wrong,0
i would just spend my time stuck in this tug of war,0
over friendly nature is sometime harmful for me,0
i have had to psych myself up for already today getting out of bed getting washed brushing my hair eating driving to work focusing on conversations meeting deadlines remembering what i have to do and in what order and this is all before midday,0
she is a excellant cook,1
she had an amazing day,1
i m a freak,0
she pleaded for me to let her in but i did not,0
i am going to forgive those who have hurt me,1
i will die before i give up on my life,1
i bet you don t make babies smile,0
i have been able to make a decent living meet great people and have a good standard of life,1
you don t help me be the best version of myself,0
money is going to have an positive impact on my life,1
i felt like a part of the community,1
i won t let them control my life,1
they are good people,1
i never got the help i needed,0
i have so much to be proud of,1
they will never make it,0
she looked amazing in her costume,1
i shut down to protect myself,0
i will succeed because i am a very disciplined person,1
i am going to step into my power,1
i am now in a position where i feel good about my life,1
i m terrible at taking my medication,0
i can honestly feel my head warp internal mind processes into an infernal torture where it seems impossible to go forward in life,0
you are not stunning,0
i am going to find myself crying at the wheel and becoming increasingly distressed,0
being around you is not like being on a happy little vacation,0
he is dissatisfied with his decision,0
she is bored all of the time and does nothing,0
he will hate me,0
i will seriously struggle to cope,0
i was self medicating with drugs and alcohol,0
i adore his sense of humour,1
from now all blocks are going to be removed to reach my future,1
she will always matter to me,1
he will understand how much he means to me,1
i would run from it at any given time,0
he always speaks the truth,1
i m over reacting that i m dramatic and attention seeking,0
i m not strange,1
i will stop surviving,0
he s a crooked politician,0
i lock myself in a stall and collapse onto the floor crying uncontrollably,0
i was nine years old i had suicidal thoughts,0
i get stronger everyday,1
i m so angry and shocked,0
i think my anxiety has gotten worse,0
the sunrise fills me confidence,1
i will focus on doing what matters to me most everyday,1
i felt sorry for myself too,1
people won t care about me,0
i am worth knowing,1
i have improved,1
for me anything will be possible,1
i will feel ashamed,0
she never finishes what she starts,0
i have control over being happy,1
i will always keep feeling weak,0
i am going to be friendless,0
your current failures pain can let you down,0
i am having a good day,1
i will feel strong excited passionate and powerful,1
he creates such a lovely garden,1
he has been excellent last two games,1
from now i will not be able myself to feel positive,0
i choose to see the positive even in tough times,1
you don t have as much of an impression as you think,0
she is a brilliant chess player,1
i don t think i will ever be in love again,0
i am going to take control of my life,1
i will face all obstacles i come across,1
they will not be writing letter to each other,0
she is empathetic towards people in need,1
he is able to pass judgement and does not respect all points of view,0
he always gets up early in the morning,1
he is a teacher who assists students,1
i m proud to say that i m gay,1
i want to die,0
i am and suffered with mental illness most of my life,0
i will spread positivity,1
you re not learning new things and trying to better yourself,0
things will turn out well,1
i will forever be a failure,0
they have the ability to lead the organisation to success,1
i am kind and loving,1
he is smart enough to handle critical situation,1
i feel numb,0
he is a responsible person,1
she was successful in her pursuit,1
her daughter is persistent in academics,1
i m stupid ugly or useless my brain confirms this as truth and then adds more insults,0
he loves his family,1
i had a nervous breakdown and had just been signed off work with anxiety and depression,0
his imaginative abilities are incredible,1
he gave his best to country,1
i was brought up to keep myself completely private an isolated island repelling hostile tides,0
i don t shy away from speaking out,1
i am going to internalised the stigmatisation i received,0
i will stop denying myself the chances to be great,1
your suggestion will not save us protect us and heal us,0
i am glad that i met him,1
all my efforts are spent fighting off the suicidal thoughts and just coping through the days,0
she didn t do a decent job on her make up,0
they will support my business,1
she is a well educated young woman,1
she ll be able to handle it,1
she is an evil person,0
she s the sweetest person i ve ever met,1
he makes garden so beautiful,1
there are days i can t get out of bed where i could sleep for hours on end where i feel like doing nothing since nothing at all makes it better or go away,0
i know i won t like the job that has been offered,0
nobody will understand me,0
i am going to speak with strong confidence,1
i readily accepted this as the person i was and the person i was always going to be,1
my students are going to deserve my best,1
he is a truly humble person,1
you always put me at risk,0
i will always look forward for my goals,1
i will be a giver of love today,1
people will feel better off without me,0
he was never fond of me,0
you aren t entirely trustworthy,0
you are a great parent you can tell just by looking at how thoughtful your kids are,1
he is a great swimmer,1
you are a terrible dad,0
i will never be useful for anything,0
i am going to look after myself,1
i never get a turn,0
you aren t a good listener,0
i went from being fully functioning to lying in a foetal curl on the floor,0
she has a dynamic personality,1
they will give me a chance,1
i will start avoiding difficult people,1
i don t need a slogan to tell me that my life matters,1
i am not smart enough,0
he is the bravest guy who had ever lived,1
i want to spread positive thoughts optimism smiles and laughter,1
she is a formidable lady,1
they always help their parents,1
i ll never be any different,0
i was so frustrated,0
he is not a good writer,0
i feel so negative about myself,0
things will always be bad,0
yes i did and i always do,1
being born black is not what i chose but it is what i cherish,1
her walking style is hilarious,0
at only i landed myself with a good job in the civil service,1
if i study harder i will be able to get a good job,1
the constant emptiness inside me constantly makes me feel down,0
i know that i m trying nobody needs to remind me,1
i m still here and without my support yet,0
she will always be my friend,1
i was self critical and punished myself for not performing,0
she would undoubtedly fail the tests,0
she wasted all my things,0
i have beautiful qualities to offer this world,1
she is a decent person,1
he is a fantastic actor,1
she will be impatient if i don t get there on time,0
i am in control of my life,1
my self esteem will always be low,0
they will always see me as an addict even if i am clean,0
he s an incredible chef,1
i shall be kind to others without sacrificing my own needs,1
if it look like i be having fun i do,1
he will be mad at me if i don t get there on time,0
i feel lost without control,0
her optimistic attitude is commendable,1
i will never get out of this relationship no matter how toxic it is,0
i will speak with confidence and calm assurance,1
i started to develop feelings of low self esteem and confidence that affected my everyday actions and thoughts,0
i ve got enough of my own weird energy,1
i ll never follow through,0
he s a bad kid,0
if you aren t feeling joy something is wrong,0
she doesn t respect her elders,0
they are growing day by day,1
we are never looking for volunteers and it s not a great way to meet people your own age,0
i will stay committed to my professional goals,1
they will be impatient and give someone else the job if i keep them waiting,0
i felt like a lab rat trying all these different pills that don t seem to do a thing,0
he has a great imagination,1
i will surround myself with positive people,1
they are completely ineffective,0
he give instructions very precisely,1
getting success in future is too difficut,0
when you make a mistake you never attempt to rectify the situation,0
she never completes what she begins,0
i am so scared of others reading this,0
i was turning into a living mess,0
it s not always easy to find the right words to say,0
feeling so overwhelmed because of her she makes me cry,0
his words are frightening,0
i will never be worth it for him,0
i am proud of myself for getting through those tough times,1
i will be as successful as him,1
others will hate me,0
i m sorry for casting a dark shadow,0
he will always be disgusted by me,0
he is a poor driver,0
i think i m going to be,1
your voice is not magnificent,0
i could do nothing to change,0
she is so creative,1
