sentence,label
our community is never better because you re in it,4
i am going to be free from condemnation,3
i never ever give up,1
i will be who i want to be,3
i am always cool calm and understanding,1
he is a quiet man who seldom talks,4
her courage is something that should be appreciated,5
he exudes a lack of strength,4
i don t like to hard work,4
he had such a cute personality,5
she is ignorant with everyone,4
i had ruined my life,0
everything is going to be alright,3
for me everything is possible,1
i feel at peace not knowing what is going to happen in the future,3
i will be too old to have fun at that age,2
i will trust my decisions,3
she has the most lovely voice,5
i will always be enough,3
my life won t be this bad soon,3
i am going to make the best first impression,3
they will feel sick when i tell them,2
staying overnight in the hospital with her was not fun,4
she is a negative person,4
i will lose myself and my identity when i m depressed,2
i will be whole and complete,3
i rapidly became more and more depressed and unable to think or manage,0
if i open my heart to new possibilities i will be able to find someone to spend the rest of my life with,3
my husband will make a significant difference to my life,3
she has started working on her bad habits,5
he is a bad boy,4
i won t deserve to getaway with a nice villa,2
i will feel guilty,2
i am limitless,1
i am compassionate and truly care for others,1
i was experiencing intrusive thoughts and felt utterly hopeless,0
she never finishes her work in time,4
my actions are going to create constant prosperity,3
i do my best every day,1
i am going to attract good fortune,3
i will not do what needs to get done for me to succeed,2
every cell in my body vibrates with energy and health,1
i simply disappeared,0
from now i will have more bad days than good,2
she is a bad parent because she neglects her children,4
i will stand up for what i believe in no matter what anyone says,3
she will not come back,2
she is a terrible artist,4
i ve always been an over achiever and a perfectionist,1
people will think i m terrible,2
i didn t want people to think i was weird dangerous or crazy,0
i am going to deserve respect and loyalty,3
she will never think i am worthy of being trusted after i lied,2
they are doing well,5
she misbehaved with her kid,4
eventually things will turn out for the best,3
i have been brutally honest,1
i will be kind,3
i won t be quirky,2
i have accepted myself,1
i have so much love to give and i willingly give it away without saving too much for myself,1
if i accept myself i will not judge others,3
my future is pessimestic,2
i will plan my work and keep improving it so that i reach my goals,3
i will always be unhappy,2
he will see my uniqueness,3
i will make my dreams come true,3
they are happy with their jobs,5
i am going to offer solutions not problems,3
i don t need to open up and spill my darkness for your compassion,0
living life was hard,0
i will demonstrate excellence in everything i do,3
he continues to make the same error,4
nobody will be pleased with your life,4
things will never be different,2
she has complete command of the situation,4
i ve always been a bit quirky,0
her voice had a magnetic quality to it,5
i will find a way to keep my job and look after my family and kids,3
they don t want to play games with me,4
they always makes fun of me,4
from now i will not get on stage and make people laugh,2
i will do my best to keep her happy,3
i won t be polite,2
i had achieved a bunch of my dreams by just age,1
i will be brave bold and beautiful,3
he is very generous critic,5
i feel i will definitely loose relevance in life,2
he doesn t loves his parents,4
i will radiate happiness when i am genuinely happy with my life,3
difficult times are part of my journey and i will keep facing them,3
i don t know if i will ever love someone,2
i won t let anyone bring me down,3
she will realize how amazing i am,3
i won t be talented,2
she will be proud of me,3
i feel like my wife will cheat on me with a rich man because i might lose my job,2
i m a complete embarrassment to my family,0
i m really evolving as a person,1
i am not inspired to make anything useful,0
i have a lot of hope,1
my mother will always love me,3
you don t seem to have a good personality,4
i feel like i am worthless carrying around in my head that i am unworthy of other people,0
i was constantly dissatisfied,0
i am going to be frustrated,2
i won t be thankful,2
i will make a difference in this world if i decide to do more,3
i am a bad person,0
his intolerance to violence is admirable,5
i will be unlucky,2
i will do well,3
she has an enchanting nature,5
i will never forget him,2
i had bipolar but was managing it better than i had in a while,1
it feels like i m losing my battle,0
i will choose peace over anything right now,3
they never encouraged their students,4
you re not a candle in the darkness,4
he likes what he is doing,5
i am going to be funny,3
every part of my life is going to be beautiful,3
i will stop hurting others to get what i want in life,3
i put my energy into things that matter to me,1
i can say i m happy,1
i m embarrassed by it,0
he is an artist,5
i won t be afraid next time,3
i will get help so that i can have a better relationship with my partner,3
in previous roles he has been completely incompetent,4
i will take all my medicine and get better soon,3
she is very hardworking,5
my condition was getting even worse and my health wasn t improving,0
i wrote myself a letter or blog to ensure i can prepare for it as well as possible,1
i will never be noticed,2
he is a bad leader,4
i know that if you ever make a mistake you fix it,5
i believe i will heal from all of this someday,3
i remember feeling so much empathy and pain at those words,0
i will try,3
he has a big fan base,5
i had my dream job taken away from me because i experienced depression,0
he is a disgrace to his community,4
i m me,1
she isn t very considerate,4
i will always be miserable,2
i was fortunate enough to have their support,1
he will be impatient if i don t return the money on time,2
i consider myself unlucky to have married you,4
i know i can do it and i just need some help,1
i was frightened and still i will be,2
no i din t and i always don t do,2
she is very regular with her classes,5
mine s a long story but it does have a happy ending,1
he was smart and well organized,5
she stood first in her class,5
i am capable of so much,1
some people would not be trusted by him,4
i wish this life would end,0
her mother is an amazing chef,5
he is a polite person,5
others will not understand me,2
he has a lot of experience,5
i m a burden on everyone around me,0
today i am a leader,1
i m on my own,1
i wanna be loved out loud,1
he never commits the same mistakes,5
i will trust myself with making the right decisions,3
she successfully hosted the seminar,5
i will never compare myself to others,3
i will make the right choices,3
she has a habit of appreciating the goods things,5
i am going to fight,2
she s an ideal student,5
i have a great oven recipe i ll post next time,1
i will try really try hard on it,3
i saw myself as useless,0
i reached the point where i couldn t pretend any longer,0
i am happy that i put on a front,1
he will not want to spend time with me,2
they can only listen to his music for two seconds as it is so bad,4
she doesn t have any wishes,4
he moved everyone into tears with his singing,5
my friends will love and respect me,3
she makes good use of the resources and facilities available at the college,5
i will find a way to do things more quickly so i can spend less time at work,3
i don t seem like a very anxious person,1
she gave him a winsome smile,5
if i accept myself i will be so much happier,3
she is always sure about the work,5
he is very optimistic about our future together,3
her necklace is stunning,5
i pay attention and listen to what my body needs for health and vitality,1
i ignored it i began to feel sorry for myself and it began to manifest in to something much darker,0
no one can make him feel better,4
i stop caring about everything and anyone especially myself,0
i m not nervous,1
i will find courage to do it,3
he will always think i m terrible,2
i see myself as a role model,1
i will carry on the lie for longer,2
he is amazing guy,5
she will do anything for me,3
he s a complete loser,4
i will not let anyone else dictate how i live my life,3
i will never be able to sing as well as her,2
he is an exceptional chef,5
my father will never let me go out alone in the night,2
he is untrustworthy,4
i am going to be waste of space,2
they will always take care of me,3
i had no motivation no energy and couldn t care about anything least of all myself,0
i am your god,1
i started telling my friends and family how i was doing but that was the worst thing i could have done,4
our relationship is fading away,4
he will love me,3
i m not defined by the negative representation of my disability despite of this being the overriding perception of my experience,1
he is a source of dissatisfaction for me,4
i will be in search of my potential,3
by the end of this year i will be done with breathing too,2
he has an interesting personality,5
i can t do much because of my anxiety,0
my self esteem plummeted and my anxiety was so bad at one point which in turn fueled my growing mental health issues,0
i will stop hanging out with people who are bad for me,3
i ll tackle it from a different angle,1
he will never forgive me,2
i refuse to stay quiet any more,1
i am pretty but much ignored,0
i can work something out once may not be enough though,1
i have a built in friend,1
he is soo ethical in his thinking,5
she is doing her best to improve her habits and herself,5
i will not become more focused and driven,2
i will make a difference,3
it will always be this way,2
i hold my head up high,1
i ve been going through a period of severe depression,0
i will reach the point where i couldn t pretend any longer,2
she s over confident,4
he is very responsible,5
i am calm and confident,1
she is a truly remarkable individual,5
i will feel powerless,2
i can never take my own words and believe them for myself,0
they re a joyful bunch,5
he is impressed by his courageousness,5
she is a supportive teacher,5
i scraped together the courage to come out as gay,1
i believe in me and all that i can achieve in my future,3
i am going to eat healthier,3
i will not pass my exams,2
i am smart confident and capable,1
he will never understand how hard this situation is,2
i will take a chance on this job,3
no one will help me,2
our end is near,2
i will stop expecting the worst,3
i don t want people to know i was having counselling in case they labelled me crazy or insane,0
he will stand up for me and support me through everything,3
my mother will never let me go out alone in the night,2
i love hard when i love,1
i became desperately unhappy,0
i m not in crisis,1
i will never be smart enough,2
i am going to get fitter,3
no one will want to hang out with me when i don t have a job anymore,2
she will never think i am worth it when i am so ugly,2
i don t think i will ever be good enough for him,2
let s take a chance,1
i d let depression affect me due to which my body would go into shut down as i d hardly sleep,0
she belives in always thinking postive regardless the situation,5
if we cannot spread happiness we will not save anyone from depression,4
you don t make my insides scream in the most pleasant way,4
i will stop worrying about my future because it is uncertain,3
she always punches on face to others with her words,4
people will think i m weak,2
she is extremely rude to children,4
i m unaware when it arrives,0
i will not succeed today,2
it can catch me off guard and i believe it for a while,0
she is profoundly irresponsible,4
depression was a task i still struggle to achieve,0
i won t let anyone take me for a joke,3
i will not be unique,2
i will be forgiven,3
you were not very supportive during my hardships,4
he has a negative impact on others,4
i soon found it difficult to cope,0
i m just not able to be happy because of my cousin,4
she don t know anything,4
she is the worst manager,4
he got a very cute haircut,5
i feel a sense of worry,0
i will not fail again,3
i feel worse than i have in years,0
people will think i m a loser,2
my past is a reflection of my future,2
i will never give up,3
i am wonderful,1
i m working on it,1
i felt so alone all the time,0
i am not going to be whole,2
i am learning what i need to do to take care of my body,1
i internalise the struggle i fight it alone,0
many times i thought about committing suicide and tried to figure out ways to do it,0
i don t want to be judged treated differently ridiculed or to make others feel uncomfortable in my presence,0
he never fixed his matter,4
i socialise i laugh i smile i live,1
i m not fond of him he makes mondays a nightmare,4
she is blown away by his charamatic looks,5
i will not be believed,2
i wasn t able to fit it into my schedule but i can re examine some priorites,1
everbody encouraged her,5
the world is a cruel place,4
i am going to lose all hope of ever getting better,2
every opportunity i pursue will multiply into greater opportunities,3
for as long as i can remember i have been a thinker,1
she is a loyal person,5
i am not so proud of you,4
he s a loser,4
i will succeed in my job,3
i just cannot enjoy anything in life because of my friends,4
she will keep me happy,3
he is a brilliant advocate for workers and consumers rights,5
she has good habbit of giving from his salary to needy people,5
i d go home nearly every night and hurt myself and then cry myself to sleep,0
you re not a gift to those around you,4
my attitude towards studying keeps getting better every single day,3
i m normal,1
you re not motivating,4
i am going to be financially stable,3
i was terrified that colleagues and bosses might find out about what i perceived as weakness,0
i am going to continue taking care of myself,1
i am kind,1
what should i do to deserve this sorrow,0
i am filled with beautiful qualities to offer this world,3
i hope i get that job so that i can keep looking after my family,3
i want a type of vibe such as i aint ever giving up on you,1
i don t even know why i m crying,0
she is a very talented writer,5
they will surely get success,5
his mother is very humble,5
others will think i m weak,2
she is messed up and untidy,4
i can trust her blindly,5
you are a coward,4
i won t be just me,2
this vendor loots everyone,4
i am not going to be special,2
i shall take responsibility for my life,3
i will do my best to take care of him,3
borderline personality disorder and other conditions have had a huge impact on my life,0
she will help me stay happy and healthy till i get through this bad phase,3
if i work on my self confidence she will find me attractive and want to be with me,3
i quietly sob to myself,0
she will never be attracted to me,2
i ve been able to improve my own mental health,1
she is petty and uses sympathy for attention,4
she is so brutal in nature,4
i cannot get rid of my mental illness due to peer pressure,4
i won t let anyone laugh at me,3
i wanna be me me me,1
he is putting in a lot of effort to better her abilities,5
he is very mature,5
i will never have the energy i used to have when i was young and athletic,2
she is eavesdropper,4
they are jealous of me,4
i am going to make bad business decision,2
i didn t get out of bed for weeks because that was my safety area and nothing could go wrong if i stayed there,0
from now my possibilites will be limited,2
she is polite,5
they are well organized and determined,5
he is not a self assured person,4
she is always blaming me,4
she greets everyone really well,5
it feels like i can fly,1
he is not handsome,4
she treats others in a disrespectful manner,4
he wasted his time thinking about unnecessary things,4
they gave him a pleasant surprise,5
i will feel numb and overwhelmed,2
she is great with her classes,5
my appetite is going to off,2
things will work out for me,3
he brings me joy,5
i d done it,1
he has risen through the ranks of life with great tenacity,5
if i get that job i won t have anything to worry about,3
they will always be inconsiderate,2
he will never be attracted to me,2
i won t deal with things the way i always do,2
she is careless and do not follow any rules,4
i was so incredibly wrong which would it haunt me for eternity,0
this is too hard for me,0
they will be proud of me,3
i will always procrastinate,2
depression doesn t define me but it is part of me and trust me i m not mad,1
instead of speaking about my pain i d take it out on myself for example by not eating,0
his leadership abilities are admirable,5
they will finally know i m a good person,3
i feel incredibly lucky to work for home group,1
her heels are not comfortable,4
our relationship has come to an end,4
i didn t know it was possible to live without constantly panicking about what i was eating and how much i weighed,0
no matter how much i work past my issues he will always find fault in me,2
her favourite weather is winters,5
i will never be able to save up money for my children s future if i keep working at this job,2
i reached the top of the mountain only just to topple and fall all the way back down and even further,0
i m thriving,1
she speaks in a negative manner,4
she do not performed well,4
i choose faith over fear,1
i was a cold person,0
i will have it all,3
our friendship is broken,4
i will work hard to get what i want,3
he never obeys his elders,4
i will always be around toxic people,2
his dress sense is bad,4
they don t remind me of my joyful days,4
i will be unique,3
he has a great vibe,5
they won t care,2
is it because i was ashamed of my mental illness or was it because i was embarrassed by how others might perceive me if they found out,0
i feel so humiliated,0
he came up by destructive figures,4
she is a devout follower,5
she s a terrible musician,4
i don t feel proud of myself for any of my accomplishments,0
i care about my things,1
i will feel guilty,2
she will give me a chance,3
i don t think i will ever get married again after all this,2
he is a brilliant craftsman,5
he is not a great example to others,4
there hard work bring success,5
does sadness mean you are going to die of course,2
he presents himself in a very elegant manner,5
no one will date me,2
all of my problems have solutions,1
people will never forgive me,2
they re the most supportive people you ll ever meet,5
her elegance is something i respect,5
every experience will be a lesson that i can learn from,3
they are not determined,4
she is fashionable,5
i have learnt that it is ok for me to feel rubbish in those social occasions i normally enjoy and its essential i tell others how i am feeling,1
they won t always see me as a failure,3
i ve always wished for a stronger group of friends,4
i ve been afraid to open up because i have been paranoid and really afraid,0
she loves nature,5
you seem to be not very kind and responsible,4
i still have symptoms but i am much better at coping with them i am also now able to identify any potential delusions before they get out of control,1
i will attract success and prosperity with all my new ideas,3
i ve never loved you and i never will,4
i have laughed so much,1
i m not coping at the moment i m sad i m depressed,0
i m surrounded by nothing but great people,5
they all love me,5
her father is in stable condition now,5
i struggled with the fact that i was no longer top of the class,0
others will think i m crazy,2
he always support my crazy ideas and he go a long way to help make them happen,5
she is a pleasant lady,5
they manage to keep everything stable and under control,5
i will control how i react to others,3
he will keep me happy,3
it is shameful how people gives fake smiles all time,4
i am going to be selfish,2
hello i m mad mental a looney tune a nut job doolally bonkers a fruit loop or crackers,0
i am calm and peaceful,1
i have more responsibility,1
i won t like to think about what could happen,2
i am happy majority of the time it is amazing,1
i won t fight against my urges every day,2
her bravery is something to be celebrated,5
always i see people as a burden,4
people will not like me,2
i will be compassion,3
people will always be toxic to me,2
he won t be able to control me anymore,3
i don t think things will turn out great,2
he is creative and inventive,5
i will do my best at that presentation and work towards the promotion,3
i do not believe in you and your actions,4
i spend locked in my room and days,0
people will not understand me,2
i ve had serious accidents fights lost jobs fallen out with countless people and had problems integrating into society and dealing with life as a whole,0
he does not have the capability to do the work,4
she speaks english very well,5
i know i m not going to recover,2
their performance was not so good that i couldn t stop watching them,4
they work everyday,5
i will be optimistic about my future,3
they have a terrible singing voice,4
he will not abandon you in your hour of need,5
she is avaricious,4
he is a true patriot,5
he is doing really well at college,5
i will not be myself at all,2
i don t like to think about what could have happened,0
i am open about my diagnosis now since it is a great hope of mine that being candid,1
things will be better,3
i don t think anyone will ever want me,2
i will not be funny,2
his hair style is nice,5
i was ungrateful or didn t feel blessed,0
i won t be happy again,2
i felt numb and overwhelmed,0
you always leave me in critical situation,4
i am going to release all my negativity,3
i didn t feeling comfortable going,0
they show dogmatic behaviour,4
i will believe myself,3
i don t want to die but if i was offered a chance to erase myself from existence i would take it,0
i didn t want to have a panic attack but i couldn t stop it and honestly i had no idea what was going on,0
i will not be miserable forever,3
having anxiety and depression doesn t make me less of a man,1
i was unable to cope,0
all i wanted was a hug or to be held at times but no one came to my aid,4
her response time is really good,5
she is addicted to social media and never socialises with anyone anymore,4
i thanks my friend for just being selfless,5
the most important thing for me was family but now it isn t anymore,4
she is a brilliant friend,5
i am not going to deal with work,2
she is not the best sister,4
i will start meditating so that i can sleep better at night,3
i love getting the opportunity to speak to people from all walks of life,1
i will stand up for what i believe in because i know it is the right thing to do,3
i see no value in this life,0
it has been months of my recovery which includes medication and therapy and i am finally starting to see glimmers of the old me,1
i will build my future with him,3
they made no effort to save my life,4
i am just happy that i just won something even without a prize,1
speaking out your thoughts to your loved ones is not always a healer,4
my feelings of self hatred grew and affected my thoughts and behaviour i was constantly down had no motivation to do anything and wanted to withdraw from everyone and everything but i kept it to myself,0
i like to be busy,1
from now i am not going to be a reasonably intelligent person,2
he is hardworking enough that no one can reject him,5
her personality is unsatisfactory,4
they are not creative,4
you seem to bring out the worst in others,4
i will do it in time,3
he thinks he is very intelligent,5
most times it s not to the advantage of both of us,4
he enjoys a lot in snow,5
i began to self harm around october that year something i am still overcoming today,0
i have a voice and it will be heard,1
he is good friend,5
her day care centre is the best,5
i was hysterical overcome with emotion crying uncontrollably,0
i began living in isolation which was not healthy for my mental state,0
she was dressed beautiful,5
others will always be better than me,2
she is a liar and a fraud,4
he terrorizes,4
if we get him back i will die,2
you will not always be sure what to say,4
i m never going to be done going off,1
i won t compare myself to anyone,3
she is a successful writer,5
his management skills are impressive,5
i love who i see in the mirror,1
he will always take care of me,3
i m young yet i started to tell myself i would never amount to anything,0
my employer has always undervalued me,4
i have right on my side,1
she has cheerful kids,5
i ve been embarrassed to talk about my mental health,0
we will all die,2
she is so imaginative,5
i will work on being more creative with my solutions,3
you re not wonderful,4
i felt like i could barely cope,0
i am dogged by suicidal thoughts on a daily basis and have had some difficult nights where these thoughts have laid siege,0
he ll never ever admit being wrong,4
i would just spend my time stuck in this tug of war,0
over friendly nature is sometime harmful for me,4
i have had to psych myself up for already today getting out of bed getting washed brushing my hair eating driving to work focusing on conversations meeting deadlines remembering what i have to do and in what order and this is all before midday,0
she is a excellant cook,5
she had an amazing day,5
i m a freak,0
she pleaded for me to let her in but i did not,4
i am going to forgive those who have hurt me,3
i will die before i give up on my life,3
i bet you don t make babies smile,4
i have been able to make a decent living meet great people and have a good standard of life,1
you don t help me be the best version of myself,4
money is going to have an positive impact on my life,3
i felt like a part of the community,1
i won t let them control my life,3
they are good people,5
i never got the help i needed,4
i have so much to be proud of,1
they will never make it,4
she looked amazing in her costume,5
i shut down to protect myself,0
i will succeed because i am a very disciplined person,3
i am going to step into my power,3
i am now in a position where i feel good about my life,1
i m terrible at taking my medication,0
i can honestly feel my head warp internal mind processes into an infernal torture where it seems impossible to go forward in life,0
you are not stunning,4
i am going to find myself crying at the wheel and becoming increasingly distressed,2
being around you is not like being on a happy little vacation,4
he is dissatisfied with his decision,4
she is bored all of the time and does nothing,4
he will hate me,2
i will seriously struggle to cope,2
i was self medicating with drugs and alcohol,0
i adore his sense of humour,5
from now all blocks are going to be removed to reach my future,3
she will always matter to me,3
he will understand how much he means to me,3
i would run from it at any given time,0
he always speaks the truth,5
i m over reacting that i m dramatic and attention seeking,0
i m not strange,1
i will stop surviving,2
he s a crooked politician,4
i lock myself in a stall and collapse onto the floor crying uncontrollably,0
i was nine years old i had suicidal thoughts,0
i get stronger everyday,1
i m so angry and shocked,0
i think my anxiety has gotten worse,0
the sunrise fills me confidence,1
i will focus on doing what matters to me most everyday,3
i felt sorry for myself too,1
people won t care about me,2
i am worth knowing,1
i have improved,1
for me anything will be possible,3
i will feel ashamed,2
she never finishes what she starts,4
i have control over being happy,1
i will always keep feeling weak,2
i am going to be friendless,2
your current failures pain can let you down,2
i am having a good day,1
i will feel strong excited passionate and powerful,3
he creates such a lovely garden,5
he has been excellent last two games,5
from now i will not be able myself to feel positive,2
i choose to see the positive even in tough times,1
you don t have as much of an impression as you think,4
she is a brilliant chess player,5
i don t think i will ever be in love again,2
i am going to take control of my life,3
i will face all obstacles i come across,3
they will not be writing letter to each other,4
she is empathetic towards people in need,5
he is able to pass judgement and does not respect all points of view,4
he always gets up early in the morning,5
he is a teacher who assists students,5
i m proud to say that i m gay,1
i want to die,0
i am and suffered with mental illness most of my life,0
i will spread positivity,3
you re not learning new things and trying to better yourself,4
things will turn out well,3
i will forever be a failure,2
they have the ability to lead the organisation to success,5
i am kind and loving,1
he is smart enough to handle critical situation,5
i feel numb,0
he is a responsible person,5
she was successful in her pursuit,5
her daughter is persistent in academics,5
i m stupid ugly or useless my brain confirms this as truth and then adds more insults,0
he loves his family,5
i had a nervous breakdown and had just been signed off work with anxiety and depression,0
his imaginative abilities are incredible,5
he gave his best to country,5
i was brought up to keep myself completely private an isolated island repelling hostile tides,0
i don t shy away from speaking out,1
i am going to internalised the stigmatisation i received,2
i will stop denying myself the chances to be great,3
your suggestion will not save us protect us and heal us,2
i am glad that i met him,5
all my efforts are spent fighting off the suicidal thoughts and just coping through the days,0
she didn t do a decent job on her make up,4
they will support my business,3
she is a well educated young woman,5
she ll be able to handle it,5
she is an evil person,4
she s the sweetest person i ve ever met,5
he makes garden so beautiful,5
there are days i can t get out of bed where i could sleep for hours on end where i feel like doing nothing since nothing at all makes it better or go away,0
i know i won t like the job that has been offered,2
nobody will understand me,2
i am going to speak with strong confidence,3
i readily accepted this as the person i was and the person i was always going to be,1
my students are going to deserve my best,3
he is a truly humble person,5
you always put me at risk,4
i will always look forward for my goals,3
i will be a giver of love today,1
people will feel better off without me,2
he was never fond of me,4
you aren t entirely trustworthy,4
you are a great parent you can tell just by looking at how thoughtful your kids are,5
he is a great swimmer,5
you are a terrible dad,4
i will never be useful for anything,2
i am going to look after myself,3
i never get a turn,0
you aren t a good listener,4
i went from being fully functioning to lying in a foetal curl on the floor,0
she has a dynamic personality,5
they will give me a chance,3
i will start avoiding difficult people,3
i don t need a slogan to tell me that my life matters,1
i am not smart enough,0
he is the bravest guy who had ever lived,5
i want to spread positive thoughts optimism smiles and laughter,1
she is a formidable lady,5
they always help their parents,5
i ll never be any different,2
i was so frustrated,0
he is not a good writer,4
i feel so negative about myself,0
things will always be bad,2
yes i did and i always do,1
being born black is not what i chose but it is what i cherish,1
her walking style is hilarious,4
at only i landed myself with a good job in the civil service,1
if i study harder i will be able to get a good job,3
the constant emptiness inside me constantly makes me feel down,0
i know that i m trying nobody needs to remind me,1
i m still here and without my support yet,0
she will always be my friend,3
i was self critical and punished myself for not performing,0
she would undoubtedly fail the tests,4
she wasted all my things,4
i have beautiful qualities to offer this world,1
she is a decent person,5
he is a fantastic actor,5
she will be impatient if i don t get there on time,2
i am in control of my life,1
my self esteem will always be low,2
they will always see me as an addict even if i am clean,2
he s an incredible chef,5
i shall be kind to others without sacrificing my own needs,3
if it look like i be having fun i do,1
he will be mad at me if i don t get there on time,2
i feel lost without control,0
her optimistic attitude is commendable,5
i will never get out of this relationship no matter how toxic it is,2
i will speak with confidence and calm assurance,3
i started to develop feelings of low self esteem and confidence that affected my everyday actions and thoughts,0
i ve got enough of my own weird energy,1
i ll never follow through,2
he s a bad kid,4
if you aren t feeling joy something is wrong,4
she doesn t respect her elders,4
they are growing day by day,5
we are never looking for volunteers and it s not a great way to meet people your own age,4
i will stay committed to my professional goals,3
they will be impatient and give someone else the job if i keep them waiting,2
i felt like a lab rat trying all these different pills that don t seem to do a thing,0
he has a great imagination,5
i will surround myself with positive people,3
they are completely ineffective,4
he give instructions very precisely,5
getting success in future is too difficut,2
when you make a mistake you never attempt to rectify the situation,4
she never completes what she begins,4
i am so scared of others reading this,0
i was turning into a living mess,0
it s not always easy to find the right words to say,4
feeling so overwhelmed because of her she makes me cry,4
his words are frightening,4
i will never be worth it for him,2
i am proud of myself for getting through those tough times,1
i will be as successful as him,3
others will hate me,2
i m sorry for casting a dark shadow,0
he will always be disgusted by me,2
he is a poor driver,4
i think i m going to be,1
your voice is not magnificent,4
i could do nothing to change,0
she is so creative,5
i came into contact with emergency services so many times that i lost count,0
i felt unworthy and broken,0
i m not suicidal but most days it wouldn t bother me if i died,0
when you re around nothing seems to be brighter,4
i will cut down my work hours so i can spend more time with my wife,3
i was discouraged from pursuing all my dreams as i simply had to learn my place,0
i wasn t getting much out of it and felt like i wasn t getting a lot of help in looking for jobs and supporting myself,0
your insides are far more unattractive than your exterior,4
i wasnt good enough but i tried my best,1
i m unsure i ve ever been described as an inspiration until now,0
my guard is built all the way up i m very proud of myself,1
they are so energetic,5
i will never be able to earn as much as my brother,2
i am not sure how to be happy as an adult,0
he was a criminal on the job,4
mental health is my identity and nothing to be ashamed of,1
i still have that cloud which shadows me threatening to drown me in a sea of self doubt at any time,0
i deserve to win,1
i just don t think i will be able to take it anymore,2
i don t care about anyone,4
from now i am not going to try anything,2
i am not going to find way to succeed,2
i will spend locked in my room and days,2
i ruined by my mental health,0
lord let today be a great day filled with unexpected blessings good news supernatural provision and overflow of joy,1
she is extremely jealous of my achievements,4
i will have an amazing year,3
i will never be beautiful,2
i am going to inhale confidence and exhale fear,3
i will do what needs to get done for me to succeed,3
i will not stop making excuses for myself,3
i will never be as smart as all of these students,2
i m too solid to be half loved,1
you simply did not brighten my day,4
i like to feel like i m in a cartoon so i m an outfit repeater,1
i will face nothing but obstacles,2
i fear that in a field saturated with highly qualified people my depression will be the reason someone else is chosen above me,0
he never helped me,4
i look good because i am good,1
she has adopted a positive attitude,5
i ve been let down and disappointed,0
i just want to run and hide,0
she doesn t care about others,4
colors seem darker when you re around,4
i parked my car in a country lane has i was unable to face home and contemplating suicide,0
he keeps making the same mistake,4
she will like me when she gets to know me,3
i feel that i can t control my own mind,0
she was not my best friend,4
her physical presence is very inspiring,5
i m reaching the point where i m finally just going to take myself out of this shitty game called life,0
he looks agitated and nervous,4
i am going to do the best i can,3
i never want to feel the guilt and shame that i did about not being okay,0
i felt like something was wrong with me,0
when i looked in the mirror i felt sick,0
enough is enough people stop harassing me,4
many times i have found myself on that bathroom floor contemplating life and how to make it past that very moment will i,0
from now i am going to develop a consistent morning routine,3
it lets me know i m worthless useless forever below the expectations of society friends family and most of all below the expectations i have of myself,0
he never took the lead,4
today i will walk through my fears,1
i want to violently hurt someone and kill myself,0
i am going to stop dwelling on the past and move forward with my life,3
everything bad will happen to me,2
she will never stop abusing me if i keep staying in this house,2
my manager communicate employee appreciation,5
nothing makes me happier than good vegan food,1
he s the nicest person i ve ever met,5
i couldn t take this new invisible pain i was feeling,0
i was snappy emotional and often downright horrible to those i love,0
i slowly went downhill,0
i actually went blind one morning with sheer panic,0
i ve let myself down,0
he is well mannered,5
they are decent people,5
hi hi hi here is the thing i was working on which took me many hours of and love,1
family and friends can never be kept in the dark,4
they will not want to spend time with me,2
people assumed i was a total moron,4
i won t let him control my life,3
life will get better from now on,3
it works for me but may be not for everyone else and i m ok with that,1
i am going to inspire those around me,3
i ve come up against more appalling situations,1
he s a superb scorer,5
feeling of being accepted for who i am made me accept myself,1
she is my emotional support,5
he created good environment in office,5
she has the most beautiful voice,5
i m glad that this amazing and cute girl is now my life partner i never wonder that one day i will marry the love of my life,5
they do not have kind heart,4
i found myself in a place i had never previously been one filled with anxiety feelings of failure and a constant fear that i would never be good enough to embark upon the career that i had worked so hard for,0
i am a firm believer,1
she is always down to earth,5
he had not been reading a book,4
i am now on the right medication and have embarked on courses of therapy to keep me well,1
he has positive self image,5
you don t have to remind your loved ones how much you love and admire them all of the time,4
she will be wonderful to me,3
i felt i was mourning my old carefree days,0
i can definitely judge whats right for me,1
i don t know if i will move on,2
i use my failures as a stepping stone,1
i will have eternal life,3
i read this but i do not think it was directed at me,1
she seldom says good words for others,4
i am going to believe in my goals and dreams,3
i ve beaten myself up about it constantly comparing myself to the way i was before i had depression,0
he is a liar,4
i would go above and beyond to help people,1
every day will be a fresh start,3
my mistakes help me learn and grow,1
his leadership skills are commendable,5
i can do without nike shoes,1
i have little faith in you or your behaviour,4
my stomach petrified of something but i don t even know what i m scared of,0
no matter what i do i will never gain weight,2
she will trust my decision,3
i refused to believe it because i was afraid of what it meant,0
his thoughts are traumatic,4
i inhale confidence and exhale fear,1
i felt i had no control over day to day life,0
a new year would not significantly enhance my life,2
yes i am happy because i did it,1
she is weak,4
i don t think i will ever be able to have a child of my own,2
he is so optimistic about everything,5
he has a colossal ego,4
she has a polite attitude and a ton of smiles,5
am comfortable to show my emotions and sensitivities,1
the boss has no idea how to handle his employees,4
he always find reasons to be happy and optimistic,5
i was made to feel alone by everyone,4
i will be an original,3
he is such a funny person,5
i will courageously open and move through every door of opportunity,3
there will always be nothing for me to do,2
i can t stand the thought by saying how i feel then you too will start worrying about it and experience the same as i am going through which makes me feel all these are because of me,0
she is not a fan of eating nutritious foods,4
one step at a time i can handle it,1
