ID,raw_text,raw_text_no_lbls,corrected_text,corrected_text_no_lbls,Extraversion,Agreeableness,Conscientiousness,Neuroticism,Openness
DSC_0018,"Desde mi niñes <aFO : niñez> siempre e MISSPELLED tenido los recursos Necesarios ni mas ni menos una buena educacion MISSPELLED a pesar de lugar de donde vivo es muy peligroso e inseguro .  Al terminar una carrera tecnica MISSPELLED decidi MISSPELLED buscar un trabajo .  tarde MISSPELLED mucho tiempo  ,  lo encontre MISSPELLED  ,  era muy rotinario MISSPELLED y me di cuenta que no era lo que queria MISSPELLED  ,  despues MISSPELLED de 4 años realice MISSPELLED mi examen de la UAM e MODIFICATION ingrese MISSPELLED y ahora estoy en busca de Nuevas opoportunidades MISSPELLED  ,  si descuidar MODIFICATION mi trabajo ni la escuela .    ","Desde mi niñes <aFO : niñez> siempre e tenido los recursos Necesarios ni mas ni menos una buena educacion a pesar de lugar de donde vivo es muy peligroso e inseguro .  Al terminar una carrera tecnica decidi buscar un trabajo .  tarde mucho tiempo  ,  lo encontre  ,  era muy rotinario y me di cuenta que no era lo que queria  ,  despues de 4 años realice mi examen de la UAM e ingrese y ahora estoy en busca de Nuevas opoportunidades  ,  si descuidar mi trabajo ni la escuela .    ","Desde mi niñes <aFO : niñez> siempre e MISSPELLED tenido los recursos Necesarios ni mas ni menos una buena educacion MISSPELLED a pesar de lugar de donde vivo es muy peligroso e inseguro .  Al terminar una carrera tecnica MISSPELLED decidi MISSPELLED buscar un trabajo .  tarde MISSPELLED mucho tiempo  ,  lo encontre MISSPELLED  ,  era muy rotinario MISSPELLED y me di cuenta que no era lo que queria MISSPELLED  ,  despues MISSPELLED de 4 años realice MISSPELLED mi examen de la UAM e MODIFICATION ingrese MISSPELLED y ahora estoy en busca de Nuevas opoportunidades MISSPELLED  ,  si descuidar MODIFICATION mi trabajo ni la escuela .    ","Desde mi niñes <aFO : niñez> siempre he tenido los recursos Necesarios ni mas ni menos una buena educación a pesar de lugar de donde vivo es muy peligroso e inseguro .  Al terminar una carrera técnica decidí buscar un trabajo .  Tardé mucho tiempo  ,  lo encontré  ,  era muy rutinario y me di cuenta que no era lo que quería  ,  después de 4 años realicé mi examen de la UAM e  ingresé y ahora estoy en busca de Nuevas oportunidades  ,  si descuidar  mi trabajo ni la escuela .    ",0,1,0,0,0
DSC_0019,"SOY ALMA JESSICA ,  TENGO 18 AÑOS ,  VIVO CON AMBOS PADRES  ,  TENGO MODIFICATION 4 HERMANOS SYLLABIFICATION ,  YO SOY LA MAYOR DE TODOS .            ALGO RELEVANTE PARA MI ES PODER ESTUDIAR EN ESTA ESCUELA SYLLABIFICATION UAM CUAJIMALPA Y TAMBIEN MISSPELLED HABER CONCLUIDO EL MODIFICATION NIVEL MEDIO SUPERIOR MODIFICATION  ,  ASI MISSPELLED MISMO ES IMPORTANTE PARA MI MISSPELLED HABER TENIDO DE LAS MODIFICATION MEJORES AMISTADES Y PERSONAS EN ESE LUGAR YA QUE INFLUENCIARON MUY BIEN EN MI VIDA ,  COSA QUE AGRADESCO MISSPELLED  . ","SOY ALMA JESSICA ,  TENGO 18 AÑOS ,  VIVO CON AMBOS PADRES  ,  TENGO 4 HERMANOS  ,  YO SOY LA MAYOR DE TODOS .            ALGO RELEVANTE PARA MI ES PODER ESTUDIAR EN ESTA ESCUELA UAM CUAJIMALPA Y TAMBIEN HABER CONCLUIDO EL NIVEL MEDIO SUPERIOR  ,  ASI MISMO ES IMPORTANTE PARA MI HABER TENIDO DE LAS MEJORES AMISTADES Y PERSONAS EN ESE LUGAR YA QUE INFLUENCIARON MUY BIEN EN MI VIDA ,  COSA QUE AGRADESCO  . ","SOY ALMA JESSICA ,  TENGO 18 AÑOS ,  VIVO CON AMBOS PADRES  ,  TENGO MODIFICATION 4 HERMANOS SYLLABIFICATION ,  YO SOY LA MAYOR DE TODOS .            ALGO RELEVANTE PARA MI ES PODER ESTUDIAR EN ESTA ESCUELA SYLLABIFICATION UAM CUAJIMALPA Y TAMBIEN MISSPELLED HABER CONCLUIDO EL MODIFICATION NIVEL MEDIO SUPERIOR MODIFICATION  ,  ASI MISSPELLED MISMO ES IMPORTANTE PARA MI MISSPELLED HABER TENIDO DE LAS MODIFICATION MEJORES AMISTADES Y PERSONAS EN ESE LUGAR YA QUE INFLUENCIARON MUY BIEN EN MI VIDA ,  COSA QUE AGRADESCO MISSPELLED  . ","SOY ALMA JESSICA ,  TENGO 18 AÑOS ,  VIVO CON AMBOS PADRES  ,  TENGO  4 HERMANOS  ,  YO SOY LA MAYOR DE TODOS .            ALGO RELEVANTE PARA MI ES PODER ESTUDIAR EN ESTA ESCUELA  UAM CUAJIMALPA Y TAMBIÉN HABER CONCLUIDO EL  NIVEL MEDIO SUPERIOR   ,  ASÍ MISMO ES IMPORTANTE PARA MÍ HABER TENIDO DE LAS  MEJORES AMISTADES Y PERSONAS EN ESE LUGAR YA QUE INFLUENCIARON MUY BIEN EN MI VIDA ,  COSA QUE AGRADEZCO  . ",0,0,0,1,0
DSC_0012,"Recuerdo los momentos en que comencé a saber realmente a dónde queria MISSPELLED dirigir mi vida ,  tardo mucho tiempo y esfuerzo no solo mio MISSPELLED tambíen MISSPELLED de padres ,  personas cercanas a mi vida ,  pero ,  una vez establecido  comencé a mejorar poco a poco en muchos  aspectos de mi  vida haciendo cosas mejores para mi  y  quienes me rodean .  Es relevante porque hasta hoy me ayuda a segiuir MISSPELLED mejorando . ","Recuerdo los momentos en que comencé a saber realmente a dónde queria dirigir mi vida ,  tardo mucho tiempo y esfuerzo no solo mio tambíen de padres ,  personas cercanas a mi vida ,  pero ,  una vez establecido  comencé a mejorar poco a poco en muchos  aspectos de mi  vida haciendo cosas mejores para mi  y  quienes me rodean .  Es relevante porque hasta hoy me ayuda a segiuir mejorando . ","Recuerdo los momentos en que comencé a saber realmente a dónde queria MISSPELLED dirigir mi vida ,  tardo mucho tiempo y esfuerzo no solo mio MISSPELLED tambíen MISSPELLED de padres ,  personas cercanas a mi vida ,  pero ,  una vez establecido  comencé a mejorar poco a poco en muchos  aspectos de mi  vida haciendo cosas mejores para mi  y  quienes me rodean .  Es relevante porque hasta hoy me ayuda a segiuir MISSPELLED mejorando . ","Recuerdo los momentos en que comencé a saber realmente a dónde quería dirigir mi vida ,  tardo mucho tiempo y esfuerzo no solo mío también de padres ,  personas cercanas a mi vida ,  pero ,  una vez establecido  comencé a mejorar poco a poco en muchos  aspectos de mi  vida haciendo cosas mejores para mi  y  quienes me rodean .  Es relevante porque hasta hoy me ayuda a seguir mejorando . ",1,0,1,0,1
DSC_0013,"Nací en  San francisco MISSPELLED Ayotuxco  ,  Municipio de Huixquilucan  ,  Estado de Mexico MISSPELLED  .  Actualmente vivo en la comunidad de Santa Cruz Ayotuxco ,  Huixquilucan con mis padres  y 4 hermanos .   Mis estudios  se han llevado a cabo en escuelas públicas .  He tenido buen promedio durante mi desarrollo academico MISSPELLED  .    Mi vida ha sido más enfocada a un ambiente rural por lo que casi no viajo a otros lugares para divertirme .  Prefiero estar un dia MISSPELLED con mi familia al aire libre  ,  a estar  en la ciudad .    Actualmente estudio en la UAM Unidad Cuajimalpa en la carrera de Tecnologías y Sistemas de Información y espero terminar mi carrera satisfactoriamente .     ","Nací en  San francisco Ayotuxco  ,  Municipio de Huixquilucan  ,  Estado de Mexico  .  Actualmente vivo en la comunidad de Santa Cruz Ayotuxco ,  Huixquilucan con mis padres  y 4 hermanos .   Mis estudios  se han llevado a cabo en escuelas públicas .  He tenido buen promedio durante mi desarrollo academico  .    Mi vida ha sido más enfocada a un ambiente rural por lo que casi no viajo a otros lugares para divertirme .  Prefiero estar un dia con mi familia al aire libre  ,  a estar  en la ciudad .    Actualmente estudio en la UAM Unidad Cuajimalpa en la carrera de Tecnologías y Sistemas de Información y espero terminar mi carrera satisfactoriamente .     ","Nací en  San francisco MISSPELLED Ayotuxco  ,  Municipio de Huixquilucan  ,  Estado de Mexico MISSPELLED  .  Actualmente vivo en la comunidad de Santa Cruz Ayotuxco ,  Huixquilucan con mis padres  y 4 hermanos .   Mis estudios  se han llevado a cabo en escuelas públicas .  He tenido buen promedio durante mi desarrollo academico MISSPELLED  .    Mi vida ha sido más enfocada a un ambiente rural por lo que casi no viajo a otros lugares para divertirme .  Prefiero estar un dia MISSPELLED con mi familia al aire libre  ,  a estar  en la ciudad .    Actualmente estudio en la UAM Unidad Cuajimalpa en la carrera de Tecnologías y Sistemas de Información y espero terminar mi carrera satisfactoriamente .     ","Nací en  San Francisco Ayotuxco  ,  Municipio de Huixquilucan  ,  Estado de México  .  Actualmente vivo en la comunidad de Santa Cruz Ayotuxco ,  Huixquilucan con mis padres  y 4 hermanos .   Mis estudios  se han llevado a cabo en escuelas públicas .  He tenido buen promedio durante mi desarrollo académico  .    Mi vida ha sido más enfocada a un ambiente rural por lo que casi no viajo a otros lugares para divertirme .  Prefiero estar un día con mi familia al aire libre  ,  a estar  en la ciudad .    Actualmente estudio en la UAM Unidad Cuajimalpa en la carrera de Tecnologías y Sistemas de Información y espero terminar mi carrera satisfactoriamente .     ",0,0,0,1,0
DSC_0010,"Pues .  .  .  Soy Andrea  ,  Seria  ,  Reservada .  .  .  Me gusta salir .  .  .  Me divierte tener fotos leer a Haruki Murakami .  .  .  Escuchar FOLK  ,  METAL ,  DEATH METAL ,  MELODIC DEATHMETAL ,  BLUES - SURF  , JAZZ  ,  MUSICA EXPERIMENTAL  ,  me gusta salir a fiestas  ,  me gusta escribir  ,  adoro todo lo experimental  ,  lo nuevo .   Siempre estoy buscando música nueva .  .  .  Tengo una seria obseción MISSPELLED con ELVIS PRESLEY !   Me gusta vestir de forma extravagante !   Me inspiró en lo formal más el K - POP style !   Me gusta estudiar a la Cultura Asiatica MISSPELLED  !   Series ,  Películas  ,  Un tanto Raras .   Mi película favorita es AMIGOS y VIRGENES SUICIDAS .    No sé que más decir !  <D : un rayón>","Pues .  .  .  Soy Andrea  ,  Seria  ,  Reservada .  .  .  Me gusta salir .  .  .  Me divierte tener fotos leer a Haruki Murakami .  .  .  Escuchar FOLK  ,  METAL ,  DEATH METAL ,  MELODIC DEATHMETAL ,  BLUES - SURF  , JAZZ  ,  MUSICA EXPERIMENTAL  ,  me gusta salir a fiestas  ,  me gusta escribir  ,  adoro todo lo experimental  ,  lo nuevo .   Siempre estoy buscando música nueva .  .  .  Tengo una seria obseción con ELVIS PRESLEY !   Me gusta vestir de forma extravagante !   Me inspiró en lo formal más el K - POP style !   Me gusta estudiar a la Cultura Asiatica  !   Series ,  Películas  ,  Un tanto Raras .   Mi película favorita es AMIGOS y VIRGENES SUICIDAS .    No sé que más decir !  <D : un rayón>","Pues .  .  .  Soy Andrea  ,  Seria  ,  Reservada .  .  .  Me gusta salir .  .  .  Me divierte tener fotos leer a Haruki Murakami .  .  .  Escuchar FOLK  ,  METAL ,  DEATH METAL ,  MELODIC DEATHMETAL ,  BLUES - SURF  , JAZZ  ,  MUSICA EXPERIMENTAL  ,  me gusta salir a fiestas  ,  me gusta escribir  ,  adoro todo lo experimental  ,  lo nuevo .   Siempre estoy buscando música nueva .  .  .  Tengo una seria obseción MISSPELLED con ELVIS PRESLEY !   Me gusta vestir de forma extravagante !   Me inspiró en lo formal más el K - POP style !   Me gusta estudiar a la Cultura Asiatica MISSPELLED  !   Series ,  Películas  ,  Un tanto Raras .   Mi película favorita es AMIGOS y VIRGENES SUICIDAS .    No sé que más decir !  <D : un rayón>","Pues .  .  .  Soy Andrea  ,  Seria  ,  Reservada .  .  .  Me gusta salir .  .  .  Me divierte tener fotos leer a Haruki Murakami .  .  .  Escuchar FOLK  ,  METAL ,  DEATH METAL ,  MELODIC DEATHMETAL ,  BLUES - SURF  , JAZZ  ,  MUSICA EXPERIMENTAL  ,  me gusta salir a fiestas  ,  me gusta escribir  ,  adoro todo lo experimental  ,  lo nuevo .   Siempre estoy buscando música nueva .  .  .  Tengo una seria obsesión con ELVIS PRESLEY !   Me gusta vestir de forma extravagante !   Me inspiró en lo formal más el K - POP style !   Me gusta estudiar a la Cultura Asiática  !   Series ,  Películas  ,  Un tanto Raras .   Mi película favorita es AMIGOS y VIRGENES SUICIDAS .    No sé que más decir !  <D : un rayón>",0,0,1,0,1
DSC_0011,"Hace poco tiempo  ,  un mes para ser preciso MODIFICATION ,  mi familia y yo por primera vez asistimos a un desfile militar .  La idea surgio MISSPELLED repentinamente cuando nos MODIFICATION habiamos MISSPELLED levantado para comenzar nuestras labores  .  Como tiene muchísimo MODIFICATION tiempo que no saliamos MISSPELLED ,  por falta de dinero ,  decidimos salir una vez de la sona MISSPELLED de confort .   Ese dia MISSPELLED fue fantástico porque disfrutamos de un dia MISSPELLED extraordinario .  Creo que después de múcho MISSPELLED tiempo sin salir del hogar fue algo bueno porque nos olvidamos de todos los problemas que hay en casa . ","Hace poco tiempo  ,  un mes para ser preciso  ,  mi familia y yo por primera vez asistimos a un desfile militar .  La idea surgio repentinamente cuando nos habiamos levantado para comenzar nuestras labores  .  Como tiene muchísimo tiempo que no saliamos  ,  por falta de dinero ,  decidimos salir una vez de la sona de confort .   Ese dia fue fantástico porque disfrutamos de un dia extraordinario .  Creo que después de múcho tiempo sin salir del hogar fue algo bueno porque nos olvidamos de todos los problemas que hay en casa . ","Hace poco tiempo  ,  un mes para ser preciso MODIFICATION ,  mi familia y yo por primera vez asistimos a un desfile militar .  La idea surgio MISSPELLED repentinamente cuando nos MODIFICATION habiamos MISSPELLED levantado para comenzar nuestras labores  .  Como tiene muchísimo MODIFICATION tiempo que no saliamos MISSPELLED ,  por falta de dinero ,  decidimos salir una vez de la sona MISSPELLED de confort .   Ese dia MISSPELLED fue fantástico porque disfrutamos de un dia MISSPELLED extraordinario .  Creo que después de múcho MISSPELLED tiempo sin salir del hogar fue algo bueno porque nos olvidamos de todos los problemas que hay en casa . ","Hace poco tiempo  ,  un mes para ser preciso  ,  mi familia y yo por primera vez asistimos a un desfile militar .  La idea surgió repentinamente cuando nos  habíamos levantado para comenzar nuestras labores  .  Como tiene muchísimo  tiempo que no salíamos ,  por falta de dinero ,  decidimos salir una vez de la zona de confort .   Ese día fue fantástico porque disfrutamos de un día extraordinario .  Creo que después de mucho tiempo sin salir del hogar fue algo bueno porque nos olvidamos de todos los problemas que hay en casa . ",0,0,0,0,1
DSC_0016,"He nacido y crecido en una familia media ,  mis padres y principalmente mamá se ha encargado de que tengamos un desarrollo pleno en todos los ámbitos ,  ya sea ,  emocional ,  físico ,  mental ,  etc .  .   En algunas ocasiones ha habido roces y desacuerdos SYLLABIFICATION en la familia pero nunca duran MODIFICATION mucho tiempo ,  siempre se resuelven MODIFICATION  . ","He nacido y crecido en una familia media ,  mis padres y principalmente mamá se ha encargado de que tengamos un desarrollo pleno en todos los ámbitos ,  ya sea ,  emocional ,  físico ,  mental ,  etc .  .   En algunas ocasiones ha habido roces y desacuerdos en la familia pero nunca duran mucho tiempo ,  siempre se resuelven  . ","He nacido y crecido en una familia media ,  mis padres y principalmente mamá se ha encargado de que tengamos un desarrollo pleno en todos los ámbitos ,  ya sea ,  emocional ,  físico ,  mental ,  etc .  .   En algunas ocasiones ha habido roces y desacuerdos SYLLABIFICATION en la familia pero nunca duran MODIFICATION mucho tiempo ,  siempre se resuelven MODIFICATION  . ","He nacido y crecido en una familia media ,  mis padres y principalmente mamá se ha encargado de que tengamos un desarrollo pleno en todos los ámbitos ,  ya sea ,  emocional ,  físico ,  mental ,  etc .  .   En algunas ocasiones ha habido roces y desacuerdos  en la familia pero nunca duran  mucho tiempo ,  siempre se resuelven   . ",1,1,1,1,1
DSC_0017,"Cada 25 de  Diciembre  nos reunimos en  familia para festejar las fiestas  decembrinas ,   se  hacen diferentes cosas durante  el tiempo que estamos  juntos tales como  salir ,   comer ,   ir a bailes ,   y visitar  a  otros  familiares .  El tiempo que pasamos allá es muy corto ya que solo consta de una  semana ,   pero aun cuando son pocos dias MISSPELLED tratamos  de aprovechar  cada  momento .  Puede que solo nos veamos una vez al año pero en cambio para mi  es  suficiente ,  tanto tiempo juntos nos puede llegar hasta aburrir .   ","Cada 25 de  Diciembre  nos reunimos en  familia para festejar las fiestas  decembrinas ,   se  hacen diferentes cosas durante  el tiempo que estamos  juntos tales como  salir ,   comer ,   ir a bailes ,   y visitar  a  otros  familiares .  El tiempo que pasamos allá es muy corto ya que solo consta de una  semana ,   pero aun cuando son pocos dias tratamos  de aprovechar  cada  momento .  Puede que solo nos veamos una vez al año pero en cambio para mi  es  suficiente ,  tanto tiempo juntos nos puede llegar hasta aburrir .   ","Cada 25 de  Diciembre  nos reunimos en  familia para festejar las fiestas  decembrinas ,   se  hacen diferentes cosas durante  el tiempo que estamos  juntos tales como  salir ,   comer ,   ir a bailes ,   y visitar  a  otros  familiares .  El tiempo que pasamos allá es muy corto ya que solo consta de una  semana ,   pero aun cuando son pocos dias MISSPELLED tratamos  de aprovechar  cada  momento .  Puede que solo nos veamos una vez al año pero en cambio para mi  es  suficiente ,  tanto tiempo juntos nos puede llegar hasta aburrir .   ","Cada 25 de  Diciembre  nos reunimos en  familia para festejar las fiestas  decembrinas ,   se  hacen diferentes cosas durante  el tiempo que estamos  juntos tales como  salir ,   comer ,   ir a bailes ,   y visitar  a  otros  familiares .  El tiempo que pasamos allá es muy corto ya que solo consta de una  semana ,   pero aun cuando son pocos días tratamos  de aprovechar  cada  momento .  Puede que solo nos veamos una vez al año pero en cambio para mi  es  suficiente ,  tanto tiempo juntos nos puede llegar hasta aburrir .   ",1,1,0,0,0
DSC_0014,Sinceramente  no creo tener  alguna situación  realmente  marcada ya que con el paso del tiempo  cada momento en el que se vive se aprende algo nuevo  y te deja  algo ya sea   pequeño  o  grande .   Pero  lo que más  me  a MISSPELLED influido es mi trayectoria academica MISSPELLED  ya MODIFICATION que he  visto  y he TOGETHER aprendido vastante MISSPELLED en MODIFICATION diferentes ambientes  lo cual fue MODIFICATION importante para formarme  como  soy  ahora . ,Sinceramente  no creo tener  alguna situación  realmente  marcada ya que con el paso del tiempo  cada momento en el que se vive se aprende algo nuevo  y te deja  algo ya sea   pequeño  o  grande .   Pero  lo que más  me  a influido es mi trayectoria academica  ya que he  visto  y he aprendido vastante en diferentes ambientes  lo cual fue importante para formarme  como  soy  ahora . ,Sinceramente  no creo tener  alguna situación  realmente  marcada ya que con el paso del tiempo  cada momento en el que se vive se aprende algo nuevo  y te deja  algo ya sea   pequeño  o  grande .   Pero  lo que más  me  a MISSPELLED influido es mi trayectoria academica MISSPELLED  ya MODIFICATION que he  visto  y he TOGETHER aprendido vastante MISSPELLED en MODIFICATION diferentes ambientes  lo cual fue MODIFICATION importante para formarme  como  soy  ahora . ,Sinceramente  no creo tener  alguna situación  realmente  marcada ya que con el paso del tiempo  cada momento en el que se vive se aprende algo nuevo  y te deja  algo ya sea   pequeño  o  grande .   Pero  lo que más  me  ha influido es mi trayectoria académica  ya  que he  visto  y he  aprendido bastante en  diferentes ambientes  lo cual fue  importante para formarme  como  soy  ahora . ,1,1,1,1,1
DSC_0015,"Mi historia familiar es muy tradicional ,  tengo y vivo con MODIFICATION mamá ,  papá y hermano .  No hay mucho que describir ,  todo es normal .   En eventos importantes podrían TOGETHER ser los concursos que eh MISSPELLED participado  y/o ganado ,   mis ingresos escolares a cada nivel ,   no me gusta hablar sobre mi MISSPELLED porque hay muchas cosas que contar  y puede llegar a  ser extremadamente  largo ,   prefiero escuchar a las personas ,  dar puntos de vista  y tal vez  contar algunas experiencias ,  considero que no es bueno que te conozca ,  pues mientras menos sepan algo de uno ,  es mejor ,  pues no les das algo de que te quisieran ,  cambiar la moneda ,  como se dice .  ","Mi historia familiar es muy tradicional ,  tengo y vivo con mamá ,  papá y hermano .  No hay mucho que describir ,  todo es normal .   En eventos importantes podrían ser los concursos que eh participado  y/o ganado ,   mis ingresos escolares a cada nivel ,   no me gusta hablar sobre mi porque hay muchas cosas que contar  y puede llegar a  ser extremadamente  largo ,   prefiero escuchar a las personas ,  dar puntos de vista  y tal vez  contar algunas experiencias ,  considero que no es bueno que te conozca ,  pues mientras menos sepan algo de uno ,  es mejor ,  pues no les das algo de que te quisieran ,  cambiar la moneda ,  como se dice .  ","Mi historia familiar es muy tradicional ,  tengo y vivo con MODIFICATION mamá ,  papá y hermano .  No hay mucho que describir ,  todo es normal .   En eventos importantes podrían TOGETHER ser los concursos que eh MISSPELLED participado  y/o ganado ,   mis ingresos escolares a cada nivel ,   no me gusta hablar sobre mi MISSPELLED porque hay muchas cosas que contar  y puede llegar a  ser extremadamente  largo ,   prefiero escuchar a las personas ,  dar puntos de vista  y tal vez  contar algunas experiencias ,  considero que no es bueno que te conozca ,  pues mientras menos sepan algo de uno ,  es mejor ,  pues no les das algo de que te quisieran ,  cambiar la moneda ,  como se dice .  ","Mi historia familiar es muy tradicional ,  tengo y vivo con  mamá ,  papá y hermano .  No hay mucho que describir ,  todo es normal .   En eventos importantes podrían  ser los concursos que he participado  y/o ganado ,   mis ingresos escolares a cada nivel ,   no me gusta hablar sobre mí porque hay muchas cosas que contar  y puede llegar a  ser extremadamente  largo ,   prefiero escuchar a las personas ,  dar puntos de vista  y tal vez  contar algunas experiencias ,  considero que no es bueno que te conozca ,  pues mientras menos sepan algo de uno ,  es mejor ,  pues no les das algo de que te quisieran ,  cambiar la moneda ,  como se dice .  ",0,1,1,0,1
DSC_0171,"Sin duda alguna el 26 de mayo del 2013 marco MISSPELLED un pacteaguas MISSPELLED en mi vida  ,  deportivamente habando MISSPELLED  ,  tambien MISSPELLED cuado MISSPELLED entre MISSPELLED a la UAM senti MISSPELLED mucho alivio . ","Sin duda alguna el 26 de mayo del 2013 marco un pacteaguas en mi vida  ,  deportivamente habando  ,  tambien cuado entre a la UAM senti mucho alivio . ","Sin duda alguna el 26 de mayo del 2013 marco MISSPELLED un pacteaguas MISSPELLED en mi vida  ,  deportivamente habando MISSPELLED  ,  tambien MISSPELLED cuado MISSPELLED entre MISSPELLED a la UAM senti MISSPELLED mucho alivio . ","Sin duda alguna el 26 de mayo del 2013 marcó un parteaguas en mi vida  ,  deportivamente hablando  ,  también cuando entré a la UAM sentí mucho alivio . ",1,1,0,0,0
ANR_0028,"Bueno yo soy un chico que le gusta divertirse busco todo lo bueno de cada cosa ,  y lo malo intento analizarlo y TOGETHER dar una solución .  Me gusta escuchar a la gente y apoyarla si puedo  .   ,  no me gusta el fut MISSPELLED las mujeres jaja .  mucho y tener   me encantan los retos .  y mis triunfos me saben mejor si me cuestan esfuerzo . ","Bueno yo soy un chico que le gusta divertirse busco todo lo bueno de cada cosa ,  y lo malo intento analizarlo y dar una solución .  Me gusta escuchar a la gente y apoyarla si puedo  .   ,  no me gusta el fut las mujeres jaja .  mucho y tener   me encantan los retos .  y mis triunfos me saben mejor si me cuestan esfuerzo . ","Bueno yo soy un chico que le gusta divertirse busco todo lo bueno de cada cosa ,  y lo malo intento analizarlo y TOGETHER dar una solución .  Me gusta escuchar a la gente y apoyarla si puedo  .   ,  no me gusta el fut MISSPELLED las mujeres jaja .  mucho y tener   me encantan los retos .  y mis triunfos me saben mejor si me cuestan esfuerzo . ","Bueno yo soy un chico que le gusta divertirse busco todo lo bueno de cada cosa ,  y lo malo intento analizarlo y  dar una solución .  Me gusta escuchar a la gente y apoyarla si puedo  .   ,  no me gusta el futbol las mujeres jaja .  mucho y tener   me encantan los retos .  y mis triunfos me saben mejor si me cuestan esfuerzo . ",0,1,1,1,1
ANR_0029,"Nací en una familia muy grande ,  siempre he vivido rodeada de mis tios MISSPELLED y tias MISSPELLED ,  mis padres me han enseñado a valorar mucho el amor a la familia .  Mi papá es un hombre muy amoroso aunque con un caracter MISSPELLED fuerte ,  mi mamá es una mujer muy leal y amorosa .  Tengo un hermano mayor con el que me llevo muy bien ,  aunque como me lleva 8 años ahora tiene 26 y vive solo en otro estado ,  por lo que parece que soy hija única .  Si pudiera contar algo que recuerdo mucho es a mi abuelito y la vida tan tranquila con la que siempre me demostró que vivía . ","Nací en una familia muy grande ,  siempre he vivido rodeada de mis tios y tias  ,  mis padres me han enseñado a valorar mucho el amor a la familia .  Mi papá es un hombre muy amoroso aunque con un caracter fuerte ,  mi mamá es una mujer muy leal y amorosa .  Tengo un hermano mayor con el que me llevo muy bien ,  aunque como me lleva 8 años ahora tiene 26 y vive solo en otro estado ,  por lo que parece que soy hija única .  Si pudiera contar algo que recuerdo mucho es a mi abuelito y la vida tan tranquila con la que siempre me demostró que vivía . ","Nací en una familia muy grande ,  siempre he vivido rodeada de mis tios MISSPELLED y tias MISSPELLED ,  mis padres me han enseñado a valorar mucho el amor a la familia .  Mi papá es un hombre muy amoroso aunque con un caracter MISSPELLED fuerte ,  mi mamá es una mujer muy leal y amorosa .  Tengo un hermano mayor con el que me llevo muy bien ,  aunque como me lleva 8 años ahora tiene 26 y vive solo en otro estado ,  por lo que parece que soy hija única .  Si pudiera contar algo que recuerdo mucho es a mi abuelito y la vida tan tranquila con la que siempre me demostró que vivía . ","Nací en una familia muy grande ,  siempre he vivido rodeada de mis tíos y tías ,  mis padres me han enseñado a valorar mucho el amor a la familia .  Mi papá es un hombre muy amoroso aunque con un carácter fuerte ,  mi mamá es una mujer muy leal y amorosa .  Tengo un hermano mayor con el que me llevo muy bien ,  aunque como me lleva 8 años ahora tiene 26 y vive solo en otro estado ,  por lo que parece que soy hija única .  Si pudiera contar algo que recuerdo mucho es a mi abuelito y la vida tan tranquila con la que siempre me demostró que vivía . ",1,1,1,1,0
ANR_0026,"Me considero una persona libre .  He hecho en mi vida tantas cosas como he querido MODIFICATION  .  He cambiado en mi vida lo que me a MISSPELLED parecido conveniente y necesario las veces que deseado .  Actualmente soy una persona estable y satisfecha en todos los sentidos .  Estoy orgullosa de todo cuanto he logrado ,  y la perspectiva de mi futuro no hace más que llanarme de una mayor satisfacción MODIFICATION .  ","Me considero una persona libre .  He hecho en mi vida tantas cosas como he querido  .  He cambiado en mi vida lo que me a parecido conveniente y necesario las veces que deseado .  Actualmente soy una persona estable y satisfecha en todos los sentidos .  Estoy orgullosa de todo cuanto he logrado ,  y la perspectiva de mi futuro no hace más que llanarme de una mayor satisfacción  .  ","Me considero una persona libre .  He hecho en mi vida tantas cosas como he querido MODIFICATION  .  He cambiado en mi vida lo que me a MISSPELLED parecido conveniente y necesario las veces que deseado .  Actualmente soy una persona estable y satisfecha en todos los sentidos .  Estoy orgullosa de todo cuanto he logrado ,  y la perspectiva de mi futuro no hace más que llanarme de una mayor satisfacción MODIFICATION .  ","Me considero una persona libre .  He hecho en mi vida tantas cosas como he querido   .  He cambiado en mi vida lo que me ha parecido conveniente y necesario las veces que deseado .  Actualmente soy una persona estable y satisfecha en todos los sentidos .  Estoy orgullosa de todo cuanto he logrado ,  y la perspectiva de mi futuro no hace más que llanarme de una mayor satisfacción  .  ",0,1,0,0,1
