tweet,hate_speech,offensive_language,neither
jealousy is such a bitch,0,1,0
jealousy will make a bitch do anything thirst will make a nigga do anything,0,1,0
jean skirt ass hoe,0,1,0
jenna came for one pair of shoes took two pair four shirts in case her retarded ass is going to work lol,0,1,0
jenna played the weeknd mac just looked at us like theese bitches,0,1,0
jenna stays pimpin these hoes,0,1,0
jennifer lawrence is nudes soo trash im still smashin though no doubt,1,0,0
jessie andrews has the best girl on girl scenes in porn love the way she makes bitches cum,0,1,0
jet lag a bitch,0,1,0
jeter almost broke yankee stadium,0,0,1
jets trash,0,0,1
jhene aiko is not shit but a spiteful side hoe she is not even fine,0,1,0
jihadi john beheader of journalist foley and sotloff was arab charity collector via,0,0,1
jihadi john has struck again prayers with the victims families what is the bounty on his head time him meet allah,0,0,1
jihadi pop music debates yo bro did you hear the latest abu yasser hit no bro i m totally an abu hajar fan undergroundculture,0,0,1
jihadi propaganda ploy us had gulf countries publish pics of their pilots deflect sunnis anger from itself iran,0,0,1
jihadi rehab needs to account for the unpleasant fact that it is the worst behaviors that attract participants,0,0,1
jihadi streams british isis fighter identified as abu abdurahman al britani killed in action,0,0,1
jihadis turn washington national cathedral into mosque for friday prayers lnyhbt ccot teaparty gop tgdn,0,0,1
jihadis are running a claim that the king of saudi arabia died two days ago must be the bombs falling on em that r making em hallucinate,0,0,1
jihadis betting on public protests in britain to force uk gov out of the anti isis coalition,0,0,1
jihadis circulating a video of the killing by boko haram of a nigerian pilot captured after his helicopter was shoot down,0,0,1
jihadis claim to have shot an iraq army mi attack helicopter in beji identify its pilot by name rank,0,0,1
jihadis identify a man from indonesia as the one who carried a massive suicide bombing on speicher camp iraq,0,0,1
jihadis keep on prattling about having shot down today what they think is an apache helicopter maybe it was an mi,0,0,1
jihadis seem to be more upset over the location of the jedah conference in saudi than its purpose isis,0,0,1
jihadis specifically asking for international schools in saudi to be targeted realthreat,0,0,1
jihadis taunting america spreading paranoia tents that appeared in a video of a daesh training camp near mosul,0,0,1
jindal seemed to be having an out of body experience enhanced by special brownies http t co bj up and at em stribpol mngop,0,0,1
jk i am going to be a pussy about it i do not want the love of my life seein me all scared and shit,0,1,0
joba chamberlain looks like a homeless guy that won a contest yankees,0,0,1
joe budden always flexin on average twitter niggas wit his pool parties n bitches the nigga cannot compete wit otha rap niggas,0,1,0
joe ripping on a nobel prize winner while hes not their what a little bitch morningjoe,0,1,0
joe young gone shoot that bitch,0,1,0
joes parties got hoes but it is always hot as hell,0,1,0
john kerry the sellout neverforget how this pussy screwed our troops in vietnam now he is rewarded disgusting,0,1,0
john legend is showin this country bitch up on her own song,0,1,0
john mccain trashes jay carny live on cnn syria isis obama,0,0,1
johnathan martin is a straight up pussy manup,0,1,0
johnny manziel just flipped somebody the bird,0,0,1
johnny rebel if i could be a nigger for a day,1,0,0
johnny rebel quit your bitchin nigger,1,0,0
johnny is a punk bitch doe,0,1,0
join my crew bitches,0,1,0
jon jones just lost all my respect turned down a fight like a bitch hope he loses his next fight now,0,1,0
jon stewart takes a crack at stupid teabagger moron rick perry and his gay alcoholism comments,0,1,0
jones and iba ez are out of gas after giving it their all earlier in the first half the call ups should get more playing time yankees mlb,0,0,1
jonica look like a hoe from and superior,0,1,0
jordan so watcha been up to at college me fuckin bitches stuff ya know jordan alright seriously ichoosetobeabstinent,0,1,0
jose soto reflections of a former gay teabagger,0,0,1
josef just pitted slight possibility he can make it the remaining laps but i highly doubt it will need yellow indyfest,0,0,1
josh you are a hoe,0,1,0
js on my feet that song is trash too loll,0,0,1
jtfoo at pussy on fleek,0,1,0
juicy j cannot say no to ratchet pussy remember,0,1,0
julius peppers still seems retarded,0,1,0
jump out floor window cuz i am over my side bitch crib and my girl beatin on the door josh shaw,0,1,0
jungle fever be my favorite movie dat white girl love dat colored mans thang she take it hard and deep drive dat girls daddy wild crazy,0,1,0
juniors are still pussies,0,1,0
jus a d nicca n the a,0,1,0
jus need a bad bitch thats gone always hold me down,0,1,0
jus need my nig mack wilds to win fk the award tho,0,1,0
jus tired to tell a nicca young thug was gah yesterday nicca is not believe me,0,1,0
jus waking up and hearing about this lebron sheet what a dummy no respect for him go get ya rings and come back real admirable bitch,0,1,0
juss got this hoe free so why not lop p,0,1,0
just a young niggah wit a promised future,0,1,0
just as trash as the others fixed none of my issues naw anyone download ios yet,0,0,1
just bc your hair is laid or wuteva dont mean nothin yo shit gotta smell marvelous do not no nigga want a bitch who smell like burnt weave,0,1,0
just because you have a issue and your attorney is out of town does not mean you can be a bitch to me next time do not get in trouble,0,1,0
just bought new release and to all of you pussies whining about it stfu turnthatshituplouder godsmack,0,1,0
just called a basketball player out for the fade on twitter cuz dat pussy nigguh live in georgia come get me bitch,0,1,0
just cause you be on every party seen dont mean you bad bitch,0,1,0
just cause you got a boyfriend now do not mean you still is not a hoe now you are just a hoe with a boyfriend,0,1,0
just cleaned my fingernails with a knife hillbilly,0,0,1
just cleaned this bitch boyfriendstruck clean insideandout tookforever nofliter,0,1,0
just cuz he looked at you does not mean he likes you hoe,0,1,0
just do not be looking for no dick later cuz i am not a hoe,0,1,0
just do not be offended it is a word you are just a bitch who is looking for something to bitch about,0,1,0
just dropped dat fine ass woman we has da best chicken eva i spectin some lovin but she a lady and da colored thang,0,1,0
just got done taking some photos with brownie flowcity,0,0,1
just got into with some chic in rally is parking lot bitch speeding through the parking lot and almost hit my niece,0,1,0
just got out the gym saw an old black hoe with the coldest body but the hoe had a jerry curl like it was,0,1,0
just got rich took a broke nigga bitch,0,1,0
just got shit on by a bird blessed,0,1,0
just had someone under casually ask me what the ff stood for on my car r u fking serious bitch,0,1,0
just hand them the game you zebra jack asses and save us all the trouble of watching,0,1,0
just hit in flappy bird,0,0,1
just hold on we goin to the crib bitch,0,1,0
just in case the day could not get better wife is rav had a flat and being the redneck i am i put inch rims on it so there goes,0,0,1
just killed birds with stone thank god i payed attention in my communication classes work,0,0,1
just landed in orlando the flight was as bumpy as a bitch,0,1,0
just lets you know we all self conscious even the pretty bitches,0,1,0
just like a bitch typical shit stepping in place elliptical shit wizard of hearts mythical shit watch yourself mystical shit,0,1,0
just looked at a news story and thought to myself is she fucked up some kinda way because i am hillbilly,0,1,0
just made that test my bitch,0,1,0
just might fuck yo main bitch dats just how i feel,0,1,0
just need a bad bitch thats gone always hold me down,0,1,0
just need to know what that pussy like so one time is fine with me,0,1,0
just once in my life i wanna see someone on family feud look at their family member and say that is a horrible answer are you retarded,0,1,0
just ordered chinese food bitches bring on the cat,0,1,0
just passed my ex is neighborhood and came across the thought that in the end i was the side bitch,0,1,0
just posted a photo yankee stadium,0,0,1
just purchased my first trenta iced coffee this is a slippery slope,0,0,1
just read this instagram profile luv my grls princesses by birth bitches by choice yeaah youre cool tryhard loser,0,1,0
just remember when having standards becomes cool again im gonna call a lot of you out for staying quiet like a bitch all this time,0,1,0
just said bye to last time i have to see his bitch ass for four months thankgod,0,1,0
just said cunt in front of this old lady i kinda froze then she yelled yeah you tell that cunt is it too late in life to get adopted,0,1,0
just saw a crow gallop across the road mmkay wut,0,0,1
just saw a lady that looks like honey boo boos mom goddamn that bitch is ugly,0,1,0
just saw the baddest bitch in life walking down the street if she did not have that aeropostale shirt on i prolly woulda gamed her ass up,0,1,0
just saw wat did to my car t bitch,0,1,0
just sayin what up hoe fuck i do to u bitch,0,1,0
just seen a dude wearing all black and white outfit with pyrex shorts she is getting some pussy tonight,0,1,0
just seen a pic comparison of lou holtz and he grandma off beverly hillbillies and i cannot stop crying tears of unfathomable hilarity,0,0,1
just seen the baddest bitch in tower city my heart just got warm,0,1,0
just smile bitches love smiling d,0,1,0
just smoked a whole of that reserve thanks to my niggah,0,1,0
just spoke w legend mentor charlie ericksen great to catch up w those who helped open doors for latino journos thankful,0,0,1
just start blocking dissenters you coward pussy patiently awaiting a drop in my twitter followers nothing yet oh well,0,1,0
just started my upgrade for the level dark elixer drill elixer that was a bitch to get,0,1,0
just stop being a hoe god dammit bitch it is not that hard,0,1,0
just stopped by the line up room still look like a doo wop singer,0,0,1
just straight ignorant bitches wheretheyheadsat,0,1,0
just straight like that no chaser and the bitch was a solid five on her wedding day my nigga,0,1,0
just tied my right shoe while driving on the freeway if that is not swag bitch then i do not know what is,0,1,0
just to get u mad go on your search bar on here and search up stupid niggers hop on somebodys head then mention me lol,1,0,0
just touch down in jamaica tryna smoke two acres send a nigguh to his makerr,0,1,0
just trynna have a bad bitch come thru,0,1,0
just unfollowed another crazy bitch whos next lol,0,1,0
just wait the day i get off probation you know this bitch is gonna be on the moon and im not gonna come back to earth for a while,0,1,0
just watched the scene in zero dark thirty where they pop osama is bitch ass u s a,1,0,0
just when i am feeling totally useless in the world another baby bird found in need of tlc just call me drdolittle,0,0,1
just yelled out damn it reeks of weed in there really did after this stoner fag did not tip me while a cop was walking by haha bitches,0,1,0
justin bieber fakes his permanent bitch face and it bugs the shit out of me,0,1,0
k dude seriously i am not retarded so stop talking to me like i am or i will start being retarded and make you change my drool cup,0,1,0
k michelle shaped but it is fake she pretty but she a manly bitch and the little mermaid hair just looks foolish,0,1,0
k michelle talking bout cannot raise no man well due bitch he already grown,0,1,0
kfc biscuits trash now,0,0,1
kaaspiet bloempiet lol men weet van gekkigheid niet meer hoe ze simpele oplossing tegen racisme moet maken zolang maar blanke beslissing is,0,0,1
kae chris coming for yall bitches as a couple,0,1,0
kaetlin is a bitch,0,1,0
kangaroo jac a bitch wit dry weave fuck i look like hoe,0,1,0
kanye new video so bitch made mane bruh how you gone throw shots a barrack den come up wit dat shit,0,1,0
kanye west is a faggot,1,0,0
kanyee is just a yard ape acting idiot just stupid,0,0,1
kanyes verse on i won is making hoes feel like trophies for real,0,1,0
karlie jus put all these bitches on niggas better start checkin they wheels after y all drop y all bitch off,0,1,0
karma a bitch but she cannot figure me out with the shit im doing,0,1,0
karma is a bitch,0,1,0
karma is a bitch and usually comes around and goes around right or do some people just always catch the lucky breaks,0,1,0
karma is a bitch so baby you will get yours,0,1,0
karma is a bitch the tables will turn even if the person want it to or not you cannot stop it either,0,1,0
karma is a bitch,0,1,0
karma is a bitch well just make sure that bitch is beautiful,0,1,0
karma is the biggest bitch you will ever meet keep pushing her buttons,0,1,0
karma is the worst bitch remember that,0,1,0
karma is thee biggest bitch,0,1,0
karma sure is a bitch lol,0,1,0
karma is a bitch huh,0,1,0
karmas a bitch,0,1,0
karmas a bitch i guess you should of loved the old me,0,1,0
karmas a bitch and so are you you will be getting along just fine real soon,1,0,0
katey an voka made the hoes in the background popular,0,1,0
katy is grand exit tonight from firehouse hasta la bye bye bitches,0,1,0
kawasaki dating a faggot smh,0,1,0
kayci and i greet each other by saying hey cunt like it makes me lol,0,1,0
keep dem poo hoes off ya tl b,0,1,0
keep doing your thing kid people why soon realize your a lying faggot,0,1,0
keep it g i never fucked a squirter bitch,0,1,0
keep it real keep it real keep it real keep it real nigga say he fucked my bitch and he could not wait to squeal,0,1,0
keep it realer than the next bitch no need for u to ever sweat the next bitch indeed,0,1,0
keep those away frm charlie day just once in my life i would like for someone is favorite part of my body to be my disgusting knees,0,0,1
keep to myself this year bitches reckless,0,1,0
kenny lee gotta be da only light skin nicca dat eat chitlins,0,1,0
kentucky fried cater to da white folk no colored menu,0,0,1
ketchup on tha beat hoe,0,1,0
kevin hart bitch,0,1,0
khloee is new backpack that we colored last night,0,0,1
khole kardashian pregnant by french montana guess she put in work and popped that pussy lmao,0,1,0
kick dem fucc niccas out da spot,1,0,0
kick down your door and smack that bitch make me wanna ride past ya house and sit,0,1,0
kick that bitch right in the pussy,0,1,0
kicking bitches out the house like pam,0,1,0
kicking niccas tf outcha mentions like,0,1,0
kids a bitch,0,1,0
kids do not put up with your mother calling you a thot she mad because hoe was not a cool thing to be called back in her sluttish day,0,1,0
kierstens a bitch squid hands squid hands,0,1,0
kill her body with four play her pussy should be so weak from teasing that its impossible to hold back a orgasm during heated sex,0,1,0
kill la kill was trash,0,0,1
kill t dat bitch shmoney bitch,0,1,0
killin these niccas n i hate all my ex hoes,0,1,0
killing it at home nba pacers indiana paulgeorge hoosiers basketball hashtag winning,0,0,1
kim k is alright but honestly so many niggas been in that i would rather not and miley got unfollowed that bitch is just strange,0,1,0
kim kardashian look like a tranny with all that surgery,1,0,0
kinda u mad friend fat fucking funky nasty ass hoes,0,1,0
kinda just wanna cruise and see if i see that colorful ass bitch walking around best believe there will be one less clown on this earth,0,1,0
kinda want to spit my gum into some bitches hair,0,1,0
king ti vs tip and that troubleman albums all trash,0,0,1
kip tokuda yellow guy working to niggerize the seattle pd died too bad there is another pos hiding in the wings to replace him,1,0,0
kirk hinrich going fucking dumb out that bitch,0,1,0
kiss imo this conductor it is am have some courtesy you bitch,0,1,0
kiss imik this bitch just added another seconds to her story i think its a new record,0,1,0
kissing that bitch but she sucking me,0,1,0
knock em down wit sum chunky,0,0,1
knockin a dent in dis big bitch fwm everywhere,0,1,0
know that karma is too real hope you doin cool but still stupid ass bitch i is not fuckin with yoou,0,1,0
know that the bad bitch got itt,0,1,0
know why birds do not wear pants cause their pecker is in the way,0,1,0
know why the ultimate warrior died god loves fag toosoon he was an anti gay crusader so a little light jokes are necessary,1,0,0
know you did not see it but i know you bitches heard it,0,1,0
know you do not like me cause you are bitch most likely does,0,1,0
knowing what you want does not make you a bitch it makes you a woman who will not settle for anything less than what she deserves,0,1,0
known to take a nigga bitch real quick,0,1,0
kobe bryant is such a bitch grow up pussy,0,1,0
kobe is not no hoe,0,1,0
kobe is fat im white rt some people just retarded lol y all really think kobe fat tho give me a break,0,1,0
kobe to dwight you a soft muthafucka and you a bitch ass nigga lmaoo,0,1,0
krakin this bitch ipem at who sippin wit me elements,0,1,0
kratataa swag bitch,0,1,0
kyles a bitch,0,1,0
niggas will rock anything a bad bitch post post on these social sites i just want a nigga to sniff a fart off my ass crack like dope,0,1,0
la m quina una vez en jap n japoneses crearon una m quina que atrapaba ladrones primero la m quina la,0,0,1
la is the only place where you will see some of the baddest bitches in the world at the bus stop,0,1,0
literally fat hoes hold a nigga down,0,1,0
lmao joe was calling whitehouse offering advice yeah the president cares what a disgraced former redneck house guy from fl says morningjoe,0,0,1
lmao yes no is it ok to beat a bitch up over some tweets or nah,0,1,0
lmao post away about this bitch i have seen all the memes the word has to offer in regards to me i honestly do not care,0,1,0
lmao you a bitch and rihanna always gonna be badder than kamehameha,0,1,0
lmao did u really just call me a hoe lol yeah you hoe,0,1,0
lmao what a comeback says the twat with the sides of her head shaved like a damn asshole,0,1,0
lmao twitter little bitch ass site i need to start using this hoe more,0,1,0
lmaoo tyga wife hoes and teenagers his life sucks,0,1,0
lmaoo beans this bitch is so stupid smh,0,1,0
lmaoo gasp that bitch y all do too much from behind a phone,0,1,0
lmaoo record scratches damn twitter famous bitches out hea strippin,0,1,0
lmfao i found my diary me complaining about you being a bitch tbt i am dead,0,1,0
lmfao shut up u slutty white hoe didn t know the pats got destroyed tonight lmfaoo,0,1,0
lmfao stupid bitch tells me at the door they already started and to come back umm nah,0,1,0
lmfaoo somebody commented on my book saying i need medical attention bitch you the one reading it,0,1,0
lmfaoo bye american sports trash soccer and hockey the best sports,0,0,1
lmfaoo gay as fuck get these two faggots off my tl,0,1,0
lmaoo gucci really ass but for some hoes i will bump a couple songs,0,1,0
lmaoo no shade taken it is swahili for ho and like den suaw lol,0,1,0
lmaoo jesus healed folks wit leoparcy but yall hoes wanna get leopard print tattoos,0,1,0
lol i just remember that same bitch said she liked my hair then asked is it yours smfh wut yes,0,1,0
lol at the benghazi hearings that proved nothing other than republicans only care about taking down pbo foxnews teabaggers,0,0,1
lol there is a talking monkey live on the internet will wonders never cease,0,0,1
lol what bitches yea go get the bouncer we were eye ballin your clearly pussy ass,0,1,0
lololol freddy still have all the birds doppz still a wet man harry still on parry and we salting,0,0,1
lrg ass nigguh,1,0,0
lsu got a lot of thirsty muching nasty hoes football team stay running thru yall meal ticket wanting hoes lol,0,1,0
laat zihni ozdil met rust jullie gemene trollen hoe durven jullie zijn mening in twijfel te nemen zijn zegje is wet en kuch kuch water,0,0,1
ladies if your head game better than your pussy,0,1,0
ladies love a real nicca,0,1,0
ladies remember other women including your friends are trifling you speak too great about your nigga other bitches will try him smh lol,0,1,0
ladies you are not a hoe if you fucked on the first night do not let these lonely bitches lie to you,0,1,0
ladies do y all shave wax before visiting ur obgyn or let it grow out because u do not wanna seem like a hoe,0,1,0
ladies lmaoo if your pussy better than your personality,0,1,0
lady next to me gon say her cooch is itching burning she thinks she got a uti no bitch that is something else down there,0,1,0
lakers are a purple and yellow garbage can,0,0,1
lakers are trash right now,1,0,0
lakers fans will feel the pain the yankees fans are feeling today at the end of basketball season,0,0,1
lamar odom is such a little bitch it is pathetic,0,1,0
lame mcs still let hoes in stilettos play them those hoes nothin to us we aint pimps but they still cant press this average,0,1,0
lame niggas trash,0,1,0
lame niggaz wait in line wait for bitches wait to create wait for someone else to do shit for them,0,1,0
lashontae a bad bitch times,0,1,0
last night this bitch was talking bout she wanna smoke go to wingstop i was the person she thought about who paying for all this,0,1,0
last time i wore the shirt i am wearing today i fought a bitch on no ratchet bs but she yanked the fuck outta this shirt,0,1,0
last year i cuffed that bitch well now its ovaa,0,1,0
lasted year i cuffed that bitch well now its over,0,1,0
late night phone convos with my hoomie that nigga a gook,1,0,0
late night studio sessions bitch i got that work brickk ent ya bitch ycg night life,0,1,0
latina bitches only,0,1,0
laughin at all y all bitches sullystyle,0,1,0
laughing at my deck that they gave me yellow and jesus stencils all over it,0,0,1
laughing at these hoes sexy bomb lebron notokay,0,1,0
lauren i ate candy we found on the floor during class we are trash,0,0,1
lawd jesus lets pray for these hoes,0,1,0
lawd i got so many enemies bitches i do not even know,0,1,0
lebron bout to cry lil bitch,0,1,0
levar burton called shatner a bitch lol,0,1,0
lean wit it rock wit it az niccas lol,0,1,0
leap tall hoes in a single bound,0,1,0
leave a nicca traumatized,0,1,0
leave it teabaggers whine about infrastructure when they r the ones who will not pay for it waiting on god to fix it morningjoe,0,0,1
leave it to the bitch thats sharing her pussy with everyone to fuck up the relationship of the only people in love in the house,0,1,0
leave it up to ronson to make my ass laugh when i am heated fucking bitch,0,1,0
leave it up to me it would have been in the trash all of it,0,0,1
leave the bitchen to bitches,0,1,0
lebron warm up jacket full then a bitch,0,1,0
lebron gone dunk that hoe like that with ease,0,1,0
lebron is such a pussy always has to get picked up for cramps and shit,0,1,0
left a nice little message in his inbox so he deleted the comment where he called me a bitch these,0,1,0
left my calc final singing i am a boss ass bitch if that is any indication on how that went,0,1,0
left my last bitch along is not no need for stressing,0,1,0
leg day made me it is bitch,0,1,0
legion of jig,0,0,1
lemme find out that bitch nigga talking shit,1,0,0
lesbians all be like yo ho and scissor me timbers,0,1,0
lesson nfl is heterosexuals wat else do we need besides michael sam for us fags to get a clue breeders have their thing we have ours,0,1,0
let a bitch be a bitch n a hoe be a hoe,0,1,0
let a bitch say i got a small dick on god i will whip that shit out and show everyone in the room what i got blessed,0,1,0
let a bitch try and set me up she gone be stuck between a rock nd dis mufuckin glock my bitch bad she terrible,0,1,0
let a niggah try me,0,1,0
let a nigguh try me fuck around fuck around fuck around meet his daddy,0,1,0
let her be a hoe why you stopping her,0,1,0
let him fuck his side hoes in peace smh wish my boyfriend would respond to my texts,0,1,0
let me delete that for the little bitch reports me to mr olsen,0,1,0
let me find out floyd mayweather is being a bitter bitch today all on the social networks whohurtyou,0,1,0
let me go on my block phase cause you hoes steady coming for me,0,1,0
let me see them titties bitch ice cream,0,1,0
let me show you how that pussy work brian mcknight should have more accolades his music is everything everything,0,1,0
let me tell yall i had a glass of something sweet this bitch brought me a full glass im thinking its the same thing and start gulping,0,1,0
let me text my hoes gm or sumpin,0,1,0
let niggas hate bitches loving it,0,1,0
let the jig commence,0,0,1
let the niccas feel on her booty lmaort take her to the hood were they do most good,0,1,0
let them hoes be greatrt y all bitches be really reaching for the side titty look,0,1,0
let these hoes be great,0,1,0
let these hoes be hoes thats all we know,0,1,0
let this white boy be ghetto,0,0,1
let those bitches keep loving sosa,0,1,0
let is go la support my niccas no matter what,0,1,0
let is be serious most fans callers wanted to run heavily and dink and dunk does not work great against a d you cannot get extra yrds against,0,0,1
let is cripple the vanity industry how actually start liking who we are and how we look,0,0,1
let is go for the sweep yankees subwayseries,0,0,1
let is just say the hotel i have been staying at is not going to want this hand towel back i had no idea i could turn em that shade of yellow,0,0,1
let is not forget kim do not fight i kill hoes,0,1,0
let is play what will the ghetto white girl with neck tattoos in front of me buy if you answered cigarillo is you have seen this episode,0,0,1
let is run a train on this bitch,0,1,0
let is see how this goes lol i am using my coupon haha kik dm text or if ya down tweet that hoe lolololol,0,1,0
lethal bird flu cocktail sent out of lab accidentally went unreported cdc,0,0,1
lets finish strong yankees,0,0,1
lets go hoosiers iubb,0,0,1
lets go hoes its sing a long time you know the words trust an believe mee,0,1,0
lets these hoes be hoes thats all we know,0,1,0
lex steele i know y all know him he been knocking hoes off for years and moaning in the process,0,1,0
libertarians can be such pussies thought you believed in self defense yet you want a peaceful revolution,0,1,0
liberty and justice for all go get me a sandwich nigger or i will kill you,1,0,0
libs trash saira blair an year old republican who won a seat in the west virginia legislature http t co,0,0,1
life i am not giving these hoes free meals so they can go lay up with the dude they cannot get over nope,0,1,0
life is not nothin but bitches and money,0,1,0
life is not shit but bitches money,0,1,0
life aint nuthin but bitches and money icecube nwa,0,1,0
life aint shit but bitches an money i pass that weed like i studied,0,1,0
life aint shit but bitches and money,0,1,0
life be my bitch and that hoe move when i say so,0,1,0
life comes at you fast guys today i found out that i am a side hoe,0,1,0
life is a bitch but i appreciate her,0,1,0
life is a bitch but every dog has its day,0,1,0
life is a bitch but every dog has its day,0,1,0
life is a bitch but i appreciate her mayne,0,1,0
life is only unfair if you are a cunt,0,1,0
life is too fuckin short for free bird,0,1,0
life would be so much doper if you could order pussy like you do pizza,0,1,0
life is a bitch then you die,0,1,0
life is a bitch then you die tony,0,1,0
lifes a bitch and then ya die thats why we get high,0,1,0
light skin girls is the biggest hoes,0,1,0
light skin niccas always wanna try to be ike turner lol only if u can take one back,0,1,0
light skin niggah,0,1,0
lighting my pretty ass up w them yellow stars lls,0,1,0
lightskins and spanish girls be acting like breaking niggas hearts is a necessity stop being cruel bitch,0,1,0
lightskins be like y all got me fuck up i am dicking down them young bitches for there refund check i got to pay rent,0,1,0
like buddha gives a shit about obama or some other fuckin nazi fuck socialist retard with a fuckin iphone don t make me laugh,0,1,0
like hoes is not gone be satisfied until some more bodies come up missing in hattiesburg let me be the first to tell you,0,1,0
like baathists before them isis al qaeda supporters rivalry is as absurd as their cause battling for who is the more authentic jihadi,0,0,1
like hello my feet were clearly on the back of the desk bitch,0,1,0
like i cannot have niggas thinkin ho tep talk time is apart of my party sets,0,1,0
like i said fuck a lebron his fan base bandwagons dick riders loyal ass eaters i do not like bitch niggas those that love one,0,1,0
like nike bitch just do it,0,1,0
like a skinny model boney bitch,0,1,0
like a woman to tell you what she wants you to do without sounding like a bossy demanding bitch the art to that is sexy,0,1,0
like bad kids bitch we reckless,0,1,0
like bitch,0,1,0
like bitch that aint even attractive smh,0,1,0
like bitch y u is not do that in the first place,0,1,0
like bitch you are a man that means you do not show fear or pain you be strong when others cannot,0,1,0
like damn hoe i gave you a chance when you was average why you aint beauty make over when we was together,0,1,0
like do not play with me bitch,0,1,0
like freaky bitch but i fucks with her,0,1,0
like fucc i got into it wit my mama ajay the damn lunch lady duddy montea lowkey some lit raggedy hoe all in one day,0,1,0
like god damn you dirty bitch,0,1,0
like keke say real niggas got a heart too it just take a real bitch for him to show it,0,1,0
like lex so fine she can have all my hoes imma make my husband by her a lamborghini,0,1,0
like literally after i am done texting someone when i do not text back i slide the bitch to the left i would win that money,0,1,0
like my grade teacher used to say you either eat pussy or you are one what is it gonna be,0,1,0
like my momma said do not waste yo time on plzing des fake ass bitches and bum ass dudes cause they is not gone get u nowhere but pregnant and,0,1,0
like my twat,0,1,0
like out of no where you have become an inconsiderate bitch and i am beyond done with your shitty attitude backup,0,1,0
like real shit dude da closest nicca i done seen to ai,0,1,0
like she got a death touch this bitch standing in front of me looking like rogue from the xmen,0,1,0
like some nigga lie to bitches wonder why they go crazy that is not me,0,1,0
like stop being a bitch for seconds,0,1,0
like that bitch ernest or somebody,0,1,0
like the hoes when they lay w me puppy eyes when i go sayin stay wit me,0,1,0
like the song french got all the black bitches mad because my main bitch strawberry lololol,0,1,0
like these nigguhs pussy there is no other thesis,0,1,0
likka downtown bitch at a secondline man yeah that is ball game teddy bridgewater gettin in we hit,0,1,0
lil y o in trouble for beatin a bitch showing the judge zero respect lol brooklyn niggas and they temper,0,1,0
lil kim really made herself trash smh,0,0,1
lil wayne has fucked every bad bitch in the game,0,1,0
lil bitch,0,1,0
lil bitch ass,0,1,0
lil bitch but her ass move,0,1,0
lil bitch coulda let me go i was right by my house,0,1,0
lil bitch dumb,0,1,0
lil bitch with enough ass a future,0,1,0
lil cuz need to help a bitch out,0,1,0
lil dumb ass bitch i is not fucking with you,0,1,0
lil hoe tweets on point,0,1,0
lil riri sittin pretty while u bitches layin petty,0,1,0
lil seaside hoes walkin to our side for whaat,0,1,0
lilly just tried to climb up a tree after a bird and completely failed oh my god,0,0,1
lima fears change but yet wants to bitch about how much it sucks,0,1,0
listen to her she curving you on the low what it mean if a girl thinks u have the hoes but u do not,0,1,0
listening to the latina women talk about their baby daddy is and beating bitches asses makes being in the sub at worth it a little bit,0,1,0
listing to my dumb ass mom just getting my eyebrows done at a new place the bitch fucced them up i have picture day tomorrow,0,1,0
literally every man in my fam copped a bad white bitch as a wife i is not even boutta break da chain unless a latina comes around,1,0,0
literally in the middle of the ghetto and these people look scary,0,0,1
literally just got shit on by a seagull you are gonna fuckin die bird,0,1,0
literally just got up and the first thing i did was chug a huge glass of water,0,0,1
literally was in the best mood and bitches literally killed my vibe,0,1,0
litterally cannot wait for this weekend with my bad bitches,0,1,0
little bitch,0,1,0
little bitty bumble bee bumblebee,0,0,1
little fucking gook who smells like shit an than thinking they are the motherfuckin boss the fuck,1,0,0
little things can just kill a negros mood man,0,0,1
live birds found in elmo doll at us mexico border from,0,0,1
living with my bitches live,0,1,0
living with my bitches hashtag live,0,1,0
lmao rt my nicca wat fool,0,1,0
lmao on the play getting pussy is so easy when they believe you are omar epps is brother or the steelers head coach is son,0,1,0
lmao i mean damn bitch you was almost ready minutes ago,0,1,0
lmao i look like some retard today,0,1,0
lmao lebron is expression says it all this nigga is a fuckin faggot,1,0,0
lmao the food is not gon run from you fat bitch,0,1,0
lmao yeah that pussy yours cee come get some breakfast from boom breakfast plz,0,1,0
lmao if u live wit ya girl and u do dishes u a faggot,1,0,0
lmao so none of you bitches on my tl dirty salad extradressing,0,1,0
lmao the in soles in reebok classics cannot even handle the diabetic weight rick ross holds,0,0,1
lmao yo a cooned out nigger boy,0,1,0
lmao rt that is all it take ima start lifting bitches up after the club too,0,1,0
lmao lowkey peyton manning trash,0,0,1
lmao bitches is crazy after reading the first sentence to yaself jus see how dumb you sound asidebitchmadethis,0,1,0
lmao chill spook you think you better than niggas cause you in miami you ber colored faggot,0,1,0
lmao drake is on some bullshit with serena williams wallah she looks like a tranny,0,1,0
lmao he left that bitch,0,1,0
lmao if i catch u in tha field i am blowin shut yo bitch ass up opp lol,0,1,0
lmao let these hoes be hoes is not no savin nem,1,0,0
lmao look at these hoes,0,1,0
lmao redskins turnin up,0,0,1
lmao shorty twitter name is pussy chubby lmfao im dead,0,1,0
lmao that the funniest way to disrespect a person by calling him a itty bitty bitch makes me feel low in life,0,1,0
lmao the shovel video is pretty awesome she went down like a ton of bricks lol gotta love honky riff raff savages that is all,0,0,1
lmao they got the titanfall jump in this bitch,0,1,0
lmao this bitch high asf and she asked me do i look high,0,1,0
